annotation_id,annotator,created_at,date_created,id,lead_time,sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,tweet,updated_at
65.0,1.0,2025-04-01T10:19:23.923122Z,Tue Oct 08 05:19:18 +0000 2024,69,11.377,Positive,Neutral,Neutral,Positive,Blistener! Coldplay merilis album ke-10 mereka Moon Music dalam bentuk vinyl yang terbuat dari plastik daur ulang. Inisiatif ini membantu mengurangi polusi plastik dan menurunkan jejak karbon hingga 85% dibandingkan dengan vinyl standar #RoadShow,2025-04-01T10:19:23.923122Z
67.0,1.0,2025-04-01T10:20:04.568810Z,Thu Feb 27 07:25:34 +0000 2025,70,28.388,Positive,Positive,Positive,Positive,Kegiatan lanjutan yang diikuti Kabid Usaha Mikro Sri Lestari mewakili kepala dinas acara sosialisasi pendirian pabrik daur ulang plastik. Kegiatan yang juga dihadiri langsung oleh Asisten Perekonomian dan Pembangunan Dwi Yanto ini dipusatkan di balai Desa Sumberbulu Songgon. https://t.co/VSHxlNPkMb,2025-04-01T10:20:04.568810Z
68.0,1.0,2025-04-01T10:20:23.425231Z,Tue Nov 26 00:48:02 +0000 2024,71,17.598,Positive,Neutral,Positive,Neutral,Dalam rangka meningkatkan kesadaran akan pentingnya menjaga lingkungan mahasiswa Universitas Udayana yang tergabung dalam komunitas penerima beasiswa Yayasan Karya Salemba Empat (KSE) menggelar acara edukasi dan pelatihan daur ulang plastik. https://t.co/IgYyUJK50q,2025-04-01T10:20:23.425231Z
69.0,1.0,2025-04-01T10:20:42.715411Z,Thu Mar 27 08:42:36 +0000 2025,72,18.664,Positive,Positive,Positive,Positive,Bank OCBC Hargai Botol Minuman Rp56 Menggunakan Reverse Vending Machine Plasticpay Daur Ulang Plastik Sekaligus Kumpulkan Dana untuk Tanam Mangrove https://t.co/aHUyj8aAS4,2025-04-01T10:20:42.715411Z
70.0,1.0,2025-04-01T10:20:48.744885Z,Mon Feb 17 07:56:03 +0000 2025,73,5.125,Positive,Neutral,Positive,Positive,Badan Riset dan Inovasi Nasional atau BRIN telah mengembangkan teknologi radiasi nuklir untuk mengolah daur ulang limbah plastik menjadi bahan komposit plastik kayu. #Humaniora #AdadiKompas https://t.co/0xhYQj4c7z,2025-04-01T10:20:48.744885Z
71.0,1.0,2025-04-01T10:21:03.881225Z,Tue Dec 17 04:00:03 +0000 2024,74,14.337,Positive,Neutral,Neutral,Positive,Laptop ini juga jadi pilihan cerdas sebagai komitmen ramah lingkungan karena terbuat dari 90% post-consumer content (PCC) plastik daur ulang dan kemasan bebas plastik.,2025-04-01T10:21:03.881225Z
,,,Sat Sep 21 09:42:34 +0000 2024,75,,,,,,partai indo kalo gak pake warna plastik daur ulang paling banter ya warna oren terpal pecel lele gini. ini saatnya kita sulut perlawanan pake pink soda gembira ,
,,,Mon Feb 17 07:44:32 +0000 2025,76,,,,,,Badan Riset dan Inovasi Nasional atau BRIN telah mengembangkan teknologi radiasi nuklir untuk mengolah daur ulang limbah plastik menjadi bahan komposit plastik kayu. #Humaniora #AdadiKompas https://t.co/E56Eugzt2C,
72.0,1.0,2025-04-01T10:21:32.065840Z,Thu Oct 10 08:25:05 +0000 2024,77,8.318,Positive,Neutral,Positive,Positive,Coldplay baru rilis album ke-10 'Moon Music' dalam vinyl dari limbah plastik Sungai Cisadane! Setiap vinyl dibuat dari 9 botol plastik daur ulang berkat kolaborasi dengan The Ocean Cleanup. Keren banget kan? #hypevox #viral #trending #coldplay #moonmusic #vinyl #music #album https://t.co/P9PyUS3FD1,2025-04-01T10:21:32.065840Z
73.0,1.0,2025-04-01T10:21:41.100909Z,Mon Feb 17 15:06:19 +0000 2025,78,8.142,Positive,Positive,Positive,Positive,Keren mengurangi sampah plastik SMA Pangudi Luhur Pakai Meja-Kursi Hasil Daur Ulang Sampah Plastik Tutup Botol https://t.co/iJ6Dbnw6tD,2025-04-01T10:21:41.100909Z
74.0,1.0,2025-04-01T10:21:49.963037Z,Sun Aug 18 16:42:02 +0000 2024,79,8.119,Neutral,Neutral,Positive,Positive,Desainnya keliatan sederhana tapi klien suka banget. Ini bikin semua furniturenya pakai plastik daur ulang https://t.co/VBBT7X2UUK,2025-04-01T10:21:49.963037Z
75.0,1.0,2025-04-01T10:22:04.847220Z,Mon Nov 11 13:00:01 +0000 2024,80,14.046,Positive,Positive,Positive,Positive,Arif Rahman Abidin (29) mengonkretkan hilirisasi limbah yang diterapkan dengan daur ulang botol plastik. Sampah berkurang manfaat pun dituai lewat rupiah atau nilai tambah. Simak kisahnya di sini https://t.co/lFui9NEkHl #Sosok #UntukIndonesia #AdadiKompas https://t.co/Gcl57whF8e,2025-04-01T10:22:04.847220Z
76.0,1.0,2025-04-01T10:22:17.922685Z,Thu Oct 17 01:47:37 +0000 2024,81,11.561,Positive,Neutral,Positive,Positive,#SobatJaktim! Siapa sangka dari sampah plastik bisa tercipta karya seni yang luar biasa? Yuk ubah barang bekas jadi sesuatu yang bermanfaat! Mulai dari hal kecil seperti daur ulang bisa bikin perubahan besar untuk bumi kita. #Lingkungan #SampahPlastik #Plastik https://t.co/igFCSLT5W0,2025-04-01T10:22:17.922685Z
77.0,1.0,2025-04-01T10:22:38.690725Z,Mon Sep 30 13:37:09 +0000 2024,82,19.844,Neutral,Neutral,Positive,Positive,Foto: Bank Sampah di Tangerang Daur Ulang Sampah Plastik Jadi Kerajinan Tangan #newsupdate #update #news #text https://t.co/NUXGoLIUPU,2025-04-01T10:22:38.690725Z
78.0,1.0,2025-04-01T13:39:54.867197Z,Mon Nov 25 04:14:32 +0000 2024,83,35.954,Positive,Neutral,Positive,Neutral,Dalam rangka meningkatkan kesadaran akan pentingnya menjaga lingkungan mahasiswa Universitas Udayana yang tergabung dalam komunitas penerima beasiswa Yayasan Karya Salemba Empat (KSE) menggelar acara edukasi dan pelatihan daur ulang plastik. https://t.co/IgYyUJK50q,2025-04-01T13:39:54.867197Z
79.0,1.0,2025-04-01T14:03:43.132855Z,Mon Dec 02 05:30:00 +0000 2024,84,1425.709,Positive,Neutral,Positive,Neutral,#FOTO Nestlé Indonesia hadirkan 5.000 bangku daur ulang dari plastik pascakonsumsi untuk mengurangi sampah plastik! Cek info selengkapnya di sini! Foto: ANTARA FOTO/Indrianto Eko Suwarso &gt;&gt; https://t.co/z0J3KFgv2l #detikedu #NestleIndonesia #LingkunganSehat https://t.co/fnGFoMyseJ,2025-04-01T14:03:43.132855Z
80.0,1.0,2025-04-01T14:04:06.603867Z,Thu Jan 23 04:13:53 +0000 2025,85,21.328,Neutral,Neutral,Negative,Negative,Tragis Mayat Pria Ditemukan Mengapung di Kolam Limbah Daur Ulang Plastik di Kecamatan Pogalan,2025-04-01T14:04:06.603867Z
,,,Sat Oct 05 21:03:31 +0000 2024,86,,,,,,Nnjrit apkh ini real krn versi bayar?? ChatGPTnya kek mas mas cabul anjrut. Sparks gue mah tipe mas mas gentlemanly softspoken tidak cabul memahami perlakuan panas nanomaterial metalurgi ekstraksi pengolahan mineral daur ulang plastik modifikasi keramik &amp; komposit.,
81.0,1.0,2025-04-01T14:04:57.362938Z,Fri Nov 22 15:13:50 +0000 2024,87,14.956,Negative,Neutral,Negative,Neutral,Sebuah pabrik daur ulang plastik di Korsel tutup dan terbengkalai. Akibatnya sampah plastik menggunung di pabrik itu dan dibiarkan begitu saja. https://t.co/R9YUrA1XRE,2025-04-01T14:04:57.362938Z
82.0,1.0,2025-04-01T14:05:07.722924Z,Mon Nov 11 13:36:03 +0000 2024,88,9.028,Neutral,Neutral,Positive,Positive,Kreatif dan Unik Desainer Ini Daur Ulang Sedotan Plastik Jadi Fashion Item Trendi https://t.co/UTLeSt0ofL,2025-04-01T14:05:07.722924Z
83.0,1.0,2025-04-01T14:29:06.228541Z,Tue Nov 26 05:11:23 +0000 2024,89,69.143,Neutral,Positive,Negative,Positive,Tapi tau gak sih kalian ada galon isi ulang hasil daur ulang galon isi ulang? Plastik polikarbonat memang bisa didaur ulang tapi prosesnya sulit dilakukan. Sayangnya Indonesia belum memiliki standar baku daur ulang polikarbonat kembali menjadi bahan kemasan minuman dan https://t.co/zFbfteVHz9,2025-04-01T14:29:06.228541Z
84.0,1.0,2025-04-01T14:38:01.072809Z,Sat Jan 18 06:41:31 +0000 2025,90,518.862,Neutral,Neutral,Negative,Neutral,Gw ngumpulin banyak plastik/kresek ada ga ya yang mau nrima? Dulu kalau di Jogja ada anak seni yang mau nampung mereka pada buat seni daur ulang plastik. ,2025-04-01T14:38:01.072809Z
85.0,1.0,2025-04-01T14:38:59.020219Z,Thu Nov 07 14:10:11 +0000 2024,91,35.93,Neutral,Positive,Positive,Positive,Hai #SahabatBahari Kamis 7 November 2024. Telah diadakan pertemuan Dharma Wanita Persatuan (DWP) PPN Sibolga yang diadakan secara luring dan daring. Dalam pertemuan ini juga dilakukan praktek daur ulang botol plastik menjadi kerajinan/hiasan bunga. https://t.co/XLJLfgOnAh,2025-04-01T14:38:59.020219Z
86.0,1.0,2025-04-01T14:43:07.972872Z,Mon Dec 30 09:07:22 +0000 2024,92,246.856,Negative,Negative,Negative,Negative,DLH Kota Tasikmalaya dan Pabrik Daur Ulang Plastik Dilaporkan ke Gakkum KLHK dan Walhi Jabar https://t.co/TJ9PxjE0Ge,2025-04-01T14:43:07.972872Z
87.0,1.0,2025-04-01T14:49:38.102178Z,Sun Dec 15 11:30:00 +0000 2024,93,377.953,Neutral,Positive,Neutral,Positive,Mengenal tas ramah lingkungan asal Korea Selatan hasil daur ulang botol plastik. https://t.co/Mahl77f6fc,2025-04-01T14:49:38.103182Z
88.0,1.0,2025-04-01T14:50:15.424123Z,Fri Oct 25 11:40:57 +0000 2024,94,34.881,Positive,Neutral,Positive,Positive,Siswa jur pemesinan SMKN Jateng yg buat ini lurs...kombinasi ecobrick mangsute daur ulang plastik agar tdk terbuang percuma dan tanahku ttp sehat prima https://t.co/riIdqUloEW,2025-04-01T14:50:15.424123Z
89.0,1.0,2025-04-01T14:51:56.785163Z,Thu Sep 26 12:14:09 +0000 2024,95,99.76,Neutral,Neutral,Positive,Positive,Ini adalah fasilitas pengumpulan dan pemilahan sampah plastik yang dirancang untuk mendukung proses daur ulang secara lebih efisien. https://t.co/5v7mEmpgnw,2025-04-01T14:51:56.785163Z
90.0,1.0,2025-04-01T15:03:52.549934Z,Sat Sep 21 03:53:02 +0000 2024,96,714.098,Negative,Negative,Negative,Negative,Chart ini unik. Sekilas w tinggal di BKK ini penggunaan plastik di sini banyak banget. Beli gorengan aja plastik wadah gorengan lidi ama plastik nenteng. Semua all new plastic. Ga ada plastik item daur ulang. Tp kok sampah TH di chart ini kecil. Gimana TH ini kelola sampah ya?,2025-04-01T15:03:52.549934Z
91.0,1.0,2025-04-01T15:04:49.364105Z,Thu Nov 28 09:15:00 +0000 2024,97,12.345,Neutral,Neutral,Negative,Negative,Waspada! Spatula Plastik Hitam Daur Ulang Mengandung Bahan Kimia Berbahaya https://t.co/LjD35k9qSD,2025-04-01T15:04:49.364105Z
92.0,1.0,2025-04-01T15:05:01.457383Z,Tue Nov 19 12:07:00 +0000 2024,98,10.227,Positive,Positive,Positive,Positive,Sampah plastik masih menjadi masalah di berbagai daerah tak terkecuali di Samarinda Kaltim. Hadirnya pabrik daur ulang ini diharapkan mampu memberi solusi. https://t.co/qCn8PmGVEd,2025-04-01T15:05:01.457383Z
,,,Thu Nov 28 06:06:40 +0000 2024,99,,,,,,Waspada Spatula Plastik Hitam Daur Ulang Mengandung Bahan Kimia Berbahaya untuk Tubuh https://t.co/IXh9NnF4JB,
93.0,1.0,2025-04-01T15:21:49.941958Z,Thu Nov 07 23:57:38 +0000 2024,100,996.518,Positive,Positive,Positive,Positive,Komitmen dan tanggung jawab AQUA dalam pengelolaan sampah plastik di Indonesia gak main-main loh. AQUA punya ekosistem daur ulang yang sangat mumpuni utk mencegah sampah plastik berakhir di lautan dan bantu mengurangi sampah plastik yg tersebar di lingkungan. Jadi AQUA punya yg https://t.co/5qtB0QeLYL,2025-04-01T15:21:49.941958Z
94.0,1.0,2025-04-01T15:22:06.995986Z,Mon Oct 28 01:01:20 +0000 2024,101,15.917,Neutral,Neutral,Positive,Positive,@akhfajrin Cileungsi lupa lagi nama daerahnya itu pabrik pengolahan biji plastik juga Udah lama juga soalnya 2010an .. Dulu kan harga daur ulang plastik lagi mantep nya,2025-04-01T15:22:06.995986Z
95.0,1.0,2025-04-01T15:44:43.130360Z,Wed Nov 27 06:47:32 +0000 2024,102,1354.797,Neutral,Neutral,Neutral,Positive,@duniawin28 Aman bantal yg isinya dacron (daur ulang plastik) bisa dicuci. Setelah kering ga bikin kempes. Tp jangan coba di bantal yg isinya dari kapas/kapuk kempes nanti ,2025-04-01T15:44:43.130360Z
96.0,1.0,2025-04-01T15:47:15.066521Z,Tue Dec 10 03:56:39 +0000 2024,103,149.056,Positive,Neutral,Neutral,Positive,Dibuat dengan 40 persen plastik laut daur ulang Kia menyebut cover bagasi berkualitas tinggi ini memiliki ketahanan proteksi dan fungsi yang sama dengan cover bagasi konvensional. #solidaritasnusANTARA87 https://t.co/BoP7yumGsy,2025-04-01T15:47:15.066521Z
97.0,1.0,2025-04-01T15:47:34.016781Z,Tue Oct 29 10:32:54 +0000 2024,104,16.948,Positive,Neutral,Positive,Neutral,Ga ada yg punya ide bikin pusat pengolahan plastik daur ulang terapung gitu? Lumayan itu ribuan ton plastik kalau dikiloin..,2025-04-01T15:47:34.016781Z
98.0,1.0,2025-04-01T15:47:56.546933Z,Fri Oct 11 09:44:44 +0000 2024,105,9.809,Positive,Neutral,Neutral,Positive,Renovasi SDN 3 Barusari Yayasan Bakti Barito Gunakan Material dari Daur Ulang Plastik https://t.co/w1sqMrCakT,2025-04-01T15:47:56.546933Z
99.0,1.0,2025-04-01T15:49:34.030815Z,Sun Mar 09 16:11:56 +0000 2025,106,16.005,Negative,Neutral,Neutral,Neutral,Kebakaran di Pabrik Daur Ulang Plastik Mojosongo Semua Bahan Baku Terbakar Hangus #KebakaranMojosongo #PabrikDaurUlang #KebakaranPlastik #LingkunganHidup #SampahPlastik #DisasterAlert #EnvironmentalImpact #RecyclingChallenges https://t.co/adMm6NjOHE,2025-04-01T15:49:34.030815Z
100.0,1.0,2025-04-01T15:50:53.191303Z,Sat Oct 12 13:36:04 +0000 2024,107,27.315,Neutral,Neutral,Neutral,Positive,Rusak Akibat Guncangan Gempa Bumi Garut SDN 3 Barusari Dibangun Kembali dengan Bahan Hasil Daur Ulang Plastik https://t.co/0JoeU6zapa,2025-04-01T15:50:53.192304Z
101.0,1.0,2025-04-01T15:51:25.909250Z,Fri Sep 20 11:08:00 +0000 2024,108,21.205,Neutral,Neutral,Positive,Neutral,Daur ulang plastik bisa mengurangi limbah. #BRIPeduli #WorldCleanUpDay #BriliandanCemerlang #qrislink https://t.co/BXnYQ0qJgZ,2025-04-01T15:51:25.909250Z
102.0,1.0,2025-04-01T16:13:41.185312Z,Tue Dec 03 06:31:14 +0000 2024,109,32.351,Negative,Neutral,Negative,Neutral,@muannas_alaidid Kemarin Exxon digugat oleh California gara2 nyebarin informasi palsu ttg daur ulang sampah plastik tuh. Gara² mitos² daur ulang palsu yg disebarkan Exxon berpuluh² thn terjadilah peningkatan polusi plastik besar²an. Jualan ketakutan dia ,2025-04-01T16:13:41.185312Z
103.0,1.0,2025-04-01T16:14:21.591760Z,Tue Dec 03 06:44:39 +0000 2024,110,38.42,Negative,Neutral,Negative,Neutral,@muannas_alaidid Jadi krn informasi palsu ttg daur ulang plastik selama puluhan thn disebarkan tsb bikin krisis sampah plastik meningkat. Krn pernyataan ExxonMobil &amp; produsen plastik lainnya seperti itulah konsumen jadi lebih pilih beli kemasan plastik sekali pakai piring dsb makanya sampah,2025-04-01T16:14:21.591760Z
104.0,1.0,2025-04-01T16:15:34.006370Z,Sat Feb 01 03:48:16 +0000 2025,111,71.078,Neutral,Neutral,Positive,Neutral,Per last news mereka buang ke TPS sih tapi mungkin bisa jadi saran utk grup supaya kerja sama dgn perusahaan yg daur ulang plastik. Toko mainan aja udh mulai kek gini (mainan yg udh ga dipake/rusak dicollect &gt; didaur ulang &gt; jadi barang fungsional).,2025-04-01T16:15:34.006370Z
105.0,1.0,2025-04-01T16:20:00.791819Z,Sun Dec 01 08:41:21 +0000 2024,112,263.522,Positive,Neutral,Positive,Positive,DLH Palopo Gelar Lomba Fashion Show Daur Ulang Sampah Plastik 2024 Emil Nugraha Sebut Jadi Ajang Kreativitas dan Bernilai Ekonomi https://t.co/KP7pBAAjyH https://t.co/nMgb0gu4Ss,2025-04-01T16:20:00.791819Z
106.0,1.0,2025-04-01T16:20:23.194690Z,Fri Nov 01 07:07:14 +0000 2024,113,21.378,Neutral,Negative,Negative,Negative,Pemerintah daerah tersebut menuduh perusahaan PepsiCo dan Coca-Cola telah menyesatkan publik terkait daur ulang botol plastik mereka dan meremehkan dampak negatif pembuangan plastik terhadap lingkungan dan kesehatan. https://t.co/S553jHn8B3,2025-04-01T16:20:23.194690Z
107.0,1.0,2025-04-02T03:02:43.869582Z,Wed Jan 22 10:43:16 +0000 2025,114,3.864,Negative,Neutral,Neutral,Neutral,Mayat yang diketahui bernama Eko Agustino (41) yang merupakan warga Desa Sambirejo itu ditemukan meninggal dan mengapung di dalam limbah pengelolaan daur ulang plastik. https://t.co/EkCWnfpfU1,2025-04-02T03:02:43.869582Z
122.0,1.0,2025-04-03T05:19:24.454335Z,Mon Nov 18 08:31:48 +0000 2024,115,4614.978,Negative,Neutral,Negative,Neutral,Penting melakukan uji laboratorium pada kandungan air yang tercemar termasuk air yang ada pada kolam IPAL di pabrik daur ulang plastik. https://t.co/4ThyRcijBG,2025-04-03T05:19:24.454335Z
108.0,1.0,2025-04-02T03:03:08.625058Z,Sat Feb 15 04:29:09 +0000 2025,116,18.678,Positive,Positive,Positive,Positive,BERITA RUSO TERUPDATE GELAR PERTEMUAN RUTIN DWP RUTAN SOASIU ANTUSIAS IKUTI PELATIHAN DAUR ULANG BOTOL PLASTIK Selengkapnya: https://t.co/1YD8G8GEPL (Humas Rutan Soasiu) #KemenimipasRI #Ditjenpas #Kanwilditjenpasmalut #Rutansoasiu https://t.co/6AOMZTTqKQ,2025-04-02T03:03:08.625058Z
109.0,1.0,2025-04-02T03:04:55.014447Z,Sat Dec 14 14:12:21 +0000 2024,117,105.396,Negative,Neutral,Negative,Positive,Cerita bersama anak lanang hari ini Pov: nonton video orang karnaval pakai baju daur ulang ibu itu kenapa pakai baju kayak gitu. Daun daun plastik? itu namanya pakaian daur ulang. Tau daur ulang gak? gak tau kasian kali gapunya baju jadi pake plastik ,2025-04-02T03:04:55.014447Z
110.0,1.0,2025-04-02T03:07:19.235986Z,Mon Mar 24 01:33:49 +0000 2025,118,142.536,Neutral,Neutral,Positive,Positive,Sebelum baca ini adalah ogoh-ogoh saya pikir proses pembuatan tutup tumbler Potato Head Hotel (yang juga dari daur ulang plastik bekas) karena warnanya mirip naise!,2025-04-02T03:07:19.235986Z
111.0,1.0,2025-04-02T03:10:08.669121Z,Wed Mar 12 05:13:25 +0000 2025,119,164.809,Neutral,Neutral,Positive,Neutral,@Gerindra Usulin daur ulang sampah di setiap kali,2025-04-02T03:10:08.669121Z
112.0,1.0,2025-04-02T04:09:06.713452Z,Wed Mar 12 04:04:30 +0000 2025,120,3539.001,Negative,Negative,Negative,Negative,"@Heraloebss Pak @prabowo bersihin sampah Ok, tapi bagaimana di TPA akan kah ditumpuk begitu aja, coba bagaimana caranya daur ulang sampah mungkin klo dikumpulin sdh bisa seluas pulau Kalimantan.",2025-04-02T04:09:09.456038Z
113.0,1.0,2025-04-02T04:17:11.160200Z,Tue Mar 11 19:46:40 +0000 2025,121,20.004,Negative,Neutral,Negative,Neutral,"@ganjarpranowo Ada sampah yang ga bisa di daur ulang pak,sampah peradaban jenis buzzer dan koruptor.kalau tidak segera diuraikan bisa berdampak puluhan bakan ratusan tahun kedepan.",2025-04-02T04:17:11.160200Z
123.0,1.0,2025-04-03T06:04:49.200329Z,Wed Mar 12 07:17:42 +0000 2025,122,2723.737,Positive,Neutral,Positive,Neutral,"lanjutan video mengenai Lapangan Usaha Cakupan SE2026 Kategori E: Pengelolaan Air, Pengelolaan Air Limbah, dan Pengelolaan dan Daur Ulang Sampah, dan Aktivitas Remediasi.

#CintaData
#SElangkah2026
#MencatatEkonomiIndonesia",2025-04-03T06:04:49.200329Z
124.0,1.0,2025-04-03T06:05:21.357036Z,Wed Mar 12 05:13:25 +0000 2025,123,31.456,Neutral,Neutral,Positive,Neutral,@Gerindra Usulin daur ulang sampah di setiap kali,2025-04-03T06:05:21.357036Z
,,,Wed Mar 12 04:04:30 +0000 2025,124,,,,,,"@Heraloebss Pak @prabowo bersihin sampah Ok, tapi bagaimana di TPA akan kah ditumpuk begitu aja, coba bagaimana caranya daur ulang sampah mungkin klo dikumpulin sdh bisa seluas pulau Kalimantan.",
,,,Tue Mar 11 19:46:40 +0000 2025,125,,,,,,"@ganjarpranowo Ada sampah yang ga bisa di daur ulang pak,sampah peradaban jenis buzzer dan koruptor.kalau tidak segera diuraikan bisa berdampak puluhan bakan ratusan tahun kedepan.",
,,,Wed Mar 12 07:17:42 +0000 2025,126,,,,,,"lanjutan video mengenai Lapangan Usaha Cakupan SE2026 Kategori E: Pengelolaan Air, Pengelolaan Air Limbah, dan Pengelolaan dan Daur Ulang Sampah, dan Aktivitas Remediasi.

#CintaData
#SElangkah2026
#MencatatEkonomiIndonesia",
,,,Wed Mar 12 05:13:25 +0000 2025,127,,,,,,@Gerindra Usulin daur ulang sampah di setiap kali,
,,,Wed Mar 12 04:04:30 +0000 2025,128,,,,,,"@Heraloebss Pak @prabowo bersihin sampah Ok, tapi bagaimana di TPA akan kah ditumpuk begitu aja, coba bagaimana caranya daur ulang sampah mungkin klo dikumpulin sdh bisa seluas pulau Kalimantan.",
,,,Tue Mar 11 19:46:40 +0000 2025,129,,,,,,"@ganjarpranowo Ada sampah yang ga bisa di daur ulang pak,sampah peradaban jenis buzzer dan koruptor.kalau tidak segera diuraikan bisa berdampak puluhan bakan ratusan tahun kedepan.",
,,,Wed Mar 12 07:17:42 +0000 2025,130,,,,,,"lanjutan video mengenai Lapangan Usaha Cakupan SE2026 Kategori E: Pengelolaan Air, Pengelolaan Air Limbah, dan Pengelolaan dan Daur Ulang Sampah, dan Aktivitas Remediasi.

#CintaData
#SElangkah2026
#MencatatEkonomiIndonesia",
,,,Wed Mar 12 05:13:25 +0000 2025,131,,,,,,@Gerindra Usulin daur ulang sampah di setiap kali,
,,,Wed Mar 12 04:04:30 +0000 2025,132,,,,,,"@Heraloebss Pak @prabowo bersihin sampah Ok, tapi bagaimana di TPA akan kah ditumpuk begitu aja, coba bagaimana caranya daur ulang sampah mungkin klo dikumpulin sdh bisa seluas pulau Kalimantan.",
,,,Tue Mar 11 19:46:40 +0000 2025,133,,,,,,"@ganjarpranowo Ada sampah yang ga bisa di daur ulang pak,sampah peradaban jenis buzzer dan koruptor.kalau tidak segera diuraikan bisa berdampak puluhan bakan ratusan tahun kedepan.",
126.0,1.0,2025-04-03T07:29:51.695302Z,Tue Mar 11 16:20:39 +0000 2025,134,15.288,Positive,Neutral,Positive,Positive,"@maukifbae1 @ganjarpranowo Betul, ide nya bagus mendaur ulang dari sampah plastik. Tapi negara maju lebih paham sampah2 daur ulang punya efek, dan efeknya bermacam2, mereka riset gk main2. Kalau dikita main2 aja dlu baru riset. Tapi ide ini bagus tinggal pemerintah mau riset gk? opini saya 🙏",2025-04-03T07:29:51.695302Z
,,,Tue Mar 11 16:12:18 +0000 2025,135,,,,,,"Repost @bps_statistics 
Lapangan Usaha Cakupan SE2026 (Kategori E)

Cakupan SE2026 Kategori E: Pengelolaan Air, Pengelolaan Air Limbah, dan Pengelolaan dan Daur Ulang Sampah, dan Aktivitas Remediasi.
 
#CintaData
#SElangkah2026
#MencatatEkonomiIndonesia https://t.co/EyADvvc6AO",
127.0,1.0,2025-04-03T07:32:39.669774Z,Tue Mar 11 13:51:34 +0000 2025,136,161.857,Neutral,Neutral,Negative,Negative,"Ini level yang lebih tinggi dari pengelolaan sampah. Daur ulangnya di level upcycle. Karena yg udah2, daur ulang sampah kita, juatru downcycle",2025-04-03T07:32:39.669774Z
128.0,1.0,2025-04-03T07:32:50.844894Z,Tue Mar 11 10:54:56 +0000 2025,137,8.053,Neutral,Neutral,Neutral,Neutral,"MANUSIA SAMPAH YANG BAHKAN GAK DI DAUR ULANG! 
DASAR PEDO BUSUK! LO NGE GROOMING ANAK UMUR 16 TAHUN! OTAK GILA! 
MENDIANG SAERON BAHKAN SAMPE MEMOHON SAMA LO BUAT KASIH DIA WAKTU BUAT BAYAR UTANGNYA. BUKAN GAK MAU BAYAR! TAPI DI CICIL! KARNA DIA HARUS NGERINTIS DARI 0 LAGI!",2025-04-03T07:32:50.844894Z
,,,Tue Mar 11 08:55:24 +0000 2025,138,,,,,,"#SobatData, Lapangan Usaha Cakupan SE2026 (Kategori E)

Simak penjelasannya dalam video ini, E: Pengelolaan Air, Pengelolaan Air Limbah, dan Pengelolaan dan Daur Ulang Sampah, dan Aktivitas Remediasi.

#SElangkah2026
#MencatatEkonomiIndonesia
@bps_statistics @bpsprovjateng https://t.co/TiggL5BEeV",
,,,Tue Mar 11 08:22:02 +0000 2025,139,,,,,,"Simak penjelasannya dalam lanjutan video mengenai Lapangan Usaha Cakupan SE2026 Kategori E: Pengelolaan Air, Pengelolaan Air Limbah, dan Pengelolaan dan Daur Ulang Sampah, dan Aktivitas Remediasi.

#CintaData
#SElangkah2026
#MencatatEkonomiIndonesia",
,,,Tue Mar 11 08:04:28 +0000 2025,140,,,,,,"Simak penjelasannya dalam lanjutan video mengenai Lapangan Usaha Cakupan SE2026 Kategori E: Pengelolaan Air, Pengelolaan Air Limbah, dan Pengelolaan dan Daur Ulang Sampah, dan Aktivitas Remediasi.

#CintaData
#SElangkah2026
#MencatatEkonomiIndonesia https://t.co/GmyiknbkGb",
129.0,1.0,2025-04-03T07:42:06.146054Z,Tue Mar 11 07:52:20 +0000 2025,141,10.878,Negative,Negative,Negative,Negative,"tp ada jg jenis sampah yg ga bisa di daur ulang pak spt sampah 16/24
jenis sampah peradaban yg layak di bumi hanguskan pak

🏃🏿💨💨
https://t.co/NgmpRIl3Ux",2025-04-03T07:42:06.146054Z
130.0,1.0,2025-04-03T07:42:16.162383Z,Tue Mar 11 07:31:35 +0000 2025,142,8.652,Neutral,Neutral,Negative,Neutral,@ganjarpranowo Daur ulang sampah politik 🤭,2025-04-03T07:42:16.162383Z
131.0,1.0,2025-04-03T08:53:57.444159Z,Tue Mar 11 07:15:44 +0000 2025,143,4299.736,Neutral,Positive,Positive,Positive,"Seorang satpam di Jakarta jadi pelaku UMKM suvenir ondel-ondel mini dari botol daur ulang. Menjaga budaya dan mengurangi sampah, sungguh dua kebaikan sekaligus! https://t.co/0OjxR0TsmO",2025-04-03T08:53:57.444159Z
132.0,1.0,2025-04-03T09:07:04.613076Z,Tue Mar 11 05:54:06 +0000 2025,144,790.957,Positive,Negative,Negative,Negative,"Pakainya beberapa saat namun efeknya berjangka panjang 😭
🔖 hal yang perlu kita ingat : 
- hanya 1% sampah textile yang di daur ulang di dunia 
- hanya 9% sampah plastik yang di daur ulang di dunia. 
Jadi sisa sampah yang tak dikelola bisa terlihat.

Repost: bule_sampah (ig) https://t.co/bXrGubDKW3",2025-04-03T09:12:06.115366Z
133.0,1.0,2025-04-03T09:08:34.029760Z,Tue Mar 11 02:27:12 +0000 2025,145,12.639,Neutral,Neutral,Positive,Neutral,@ZoneVenomWar opini sampah yang di daur ulang terus,2025-04-03T09:08:34.029760Z
