sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,text
Neutral,Positive,Neutral,Positive,Galon Isi ulang yg berbahan BPA dikategorikan sebagai material plastik paling sulit didaur ulang. Ini jelas berbahaya bagi lingkungan. Galon PET Paling mudah dan bernilai untuk di daur ulang. Mudah dikelola dikumpulkan nilai ekonomi tinggi jadi disukai pengumpul sampah. 
Neutral,Positive,Neutral,Positive,@KementerianLHK Karena selain punya nilai ekonomis Daur ulang galon sekali pakai jauh lebih tinggi dibanding kemasan gelas dan botol2 kecil sekali pakai. Masih gak percaya? Coba cek deh di TPA pasti tidak akan kalian temukan galon PET di gunung sampah itu karena sudah tersortir oleh pemulung. 
Neutral,Positive,Neutral,Positive,Di Pulau Lombok NTB sampah berupa botol plastik dikumpulkan dan didaur ulang kembali oleh Lombok PET menjadi bahan baku pembuatan kemasan baru air minum.  #Nusantara #AdadiKompas
Positive,Positive,Positive,Positive,Mantap! Semarang Punya Pabrik Daur Ulang Sampah Botol Plastik PET 
Positive,Positive,Neutral,Positive,Pembangunan pabrik daur ulang PT Bumi Indus Padma Jaya ini juga untuk memenuhi kebutuhan material PET yang terus bertambah. Jangan sampai sampah plastik PET trus2an impor. Masa sampah harus impor trus ?  
Neutral,Neutral,Negative,Neutral,Di tengah isu lingkungan yang semakin mendesak industri daur ulang menghadapi tantangan besar. 
Neutral,Positive,Neutral,Positive,BSN Tetapkan SNI Resin PET Daur Ulang  #Nasional #News #BSN
Neutral,Positive,Neutral,Positive,Catet ygy galon PET lebih gampang di daur ulang ternyata
Neutral,Positive,Neutral,Positive,Le Minerale Hadir di Jakarta Fair Kemayoran (JFK) 2024 Edukasi Konsumen Tentang Produk Daur Ulang PET 
Neutral,Negative,Neutral,Negative,Suram suram bahan baku pet impor dengan kata lain sampah botol aqua gak beguna dong di mata industri daur ulang
Positive,Positive,Neutral,Positive,Menperin Resmikan Pabrik Daur Ulang PET Milik Mayora Group 
Negative,Negative,Neutral,Negative,tapi aneh banget ya? Bahan Baku Sampah Plastik PET yang Masih Kurang di Indonesia padahal di sungai di mana-mana sampah plastik bertumpuk kok gagal di daur ulang? 
Positive,Positive,Positive,Positive,ASICS yang Ramah Lingkungan: Hijau dan Hebat ASICS melangkah maju untuk planet ini dengan bahan daur ulang dan mengurangi jejak karbon. Trivia: Setiap tahun ASICS menggunakan sekitar 5 juta botol PET daur ulang dalam produksinya. Komitmen mereka meluas ke pabrik yang
Positive,Positive,Neutral,Positive,Coca-Cola menyiapkan dana Rp556 miliar untuk pembangunan pabrik daur ulang botol plastik Polyethylene Terephthalate (PET) di Cikarang Jawa Barat 
Neutral,Positive,Neutral,Positive,oot tapi botol aqua life tuh udah 100% terbuat dari pet daur ulang loh btw
Neutral,Positive,Neutral,Positive,Jurus Le Minerale Kurangi Sampah di Indonesia Lewat Daur Ulang Botol PET 
Neutral,Negative,Neutral,Negative,Sayang banget industrial daur ulang masih terganjal akan hal sampah² pet
Neutral,Negative,Negative,Negative,Yg jadi pertanyaan proses daur ulang sampah plastik PET atau PC di Indonesia tuh sudah mumpuni belom
Neutral,Positive,Neutral,Positive,&lt;p&gt;Namasindo Plas menggandeng SUN Energy untuk membangun pembangkit menggunakan tenaga surya untuk memproduksi botol PET daur ulang.&lt;/p&gt; 
Neutral,Negative,Neutral,Negative,Daur ulang plastik sampah &amp; bahayanya. Dari plastik mengandung BPA atau senyawa yg ada di PET yg sedang marak belakangan ini. **Thread ini bukan untuk perusahaan AMDK tertentu. Iqro!
Positive,Positive,Neutral,Positive,Industri Daur Ulang Diperkirakan Meroket Sebuah proyeksi terbaru memperkirakan industri daur ulang akan meroket mencapai nilai Rp2.206 triliun pada 2032. Plastik PET muncul sebagai pelopor menempati pangsa 58 5 persen.  
Positive,Positive,Neutral,Positive,Sebagai wujud komitmen mendukung program pemerintah terkait pengelolaan sampah plastik dan ekonomi sirkular Coca-Cola mendirikan fasilitas daur ulang botol plastik PET yang dikelola PT Amandina Bumi Nusantara.
Positive,Positive,Neutral,Positive,Dukung Industri Berkelanjutan Mayora Group Hadirkan Pabrik Daur Ulang PET Lokal Berteknologi Foodgrade 
Positive,Positive,Neutral,Positive,Booth Le Minerale di Jakarta Fair Kemayoran (JFK) 2024 memberikan edukasi kepada konsumen. Adapun edukasi ini terkait produk daur ulang PET bernilai ekonomi. 
Positive,Positive,Neutral,Positive,Galon sekali mudah di daur ulang karena berbahan PET beda dengan galon isi ulang yang berbahan PC
Positive,Positive,Neutral,Positive, Namasindo Plas terapkan energi surya produksi botol PET daur ulang
Positive,Positive,Neutral,Positive,Enzim LCC yang ditemukan peneliti mampu mengurai plastik terutama PET kini mulai digunakan dalam skala industri di Perancis. Carbios pabrik daur ulang itu berencana membangun kapasitas mendaur ulang 50.000 ton limbah PET per tahun dengan enzim LCC.  
Positive,Positive,Neutral,Positive,PT Inocycle Technology Group Tbk (NOV) perusahaan daur ulang limbah plastik jenis PET [Polyethylene terephthalate] menambah lini bisnis baru yaitu pembuatan resin/chips daur ulang. Selengkapnya 
Negative,Neutral,Negative,Neutral,Lihatlah yg reply. PT Mayora Indah Tbk bukannya fokus akan limbah galon plastik sekali pakai mereka (minimal support semua program daur ulang galon PET) malah nyewa Buzzer. Galon PET bebas BPA dll dst ..... Semprul ah.
Positive,Positive,Neutral,Positive,Grup Alba akan membangun pabrik daur ulang sampah plastik berjenis PET food grade di Kendal Industrial Park yang mampu mengolah 48.000 ton limbah botol plastik per tahun. 
Positive,Positive,Positive,Positive,Bumi Indus Padma Jaya Pabrik Daur Ulang PET Lokal Indonesia Pertama Berteknologi Foodgrade Diyakini dapat Mendukung Industri Berkelanjutan 
Neutral,Positive,Positive,Positive,Londoners Brand Pleatsmama adalah salah satu brand yang menggunakan kain daur ulang ramah lingkungan untuk koleksi pakaian dan aksesoris dan juga menggunakan daur ulang botol PET untuk setiap koleksi tas. #BANJJAKDAEBAK
Positive,Positive,Positive,Positive,Revolusi Industri Kemasan Pangan: SIP Menetapkan Standar Menggunakan Kemasan Minuman Berbahan 100% PET Daur Ulang (rPET) 
Positive,Positive,Neutral,Positive,Mayora Group baru saja meresmikan pabrik daur ulang sampah botol plastik yang diberi nama PT. Bumi Indus Padma Jaya di Jombang (BIPJ) 
Neutral,Positive,Negative,Positive,@romiyooo Plastik yang nilainya bagus buat daur ulang itu PET (yang biasa buat AMDK) sisanya kurang. Belum lagi kalo isinya kebanyakan styrofoam. Sungai Design bikin kursi dari kresek hasil cleanup di kali bisa tapi cost dan harga jualnya jadi mahal buanget
Positive,Positive,Neutral,Positive,PT BIPJ di Jombang Jadi Pabrik Daur Ulang PET Lokal Indonesia Pertama Berteknologi Food Grade 
Neutral,Positive,Neutral,Positive,Namasindo Gunakan Tenaga Surya untuk Pembuatan Botol PET Daur Ulang 
Neutral,Positive,Neutral,Positive,@andhifarij gua cuma pengen coba yg daur ulang botol pet itu loh keknya menarik
Neutral,Positive,Neutral,Positive,Coca-Cola siap luncurkan kemasan botol yang terbuat dari 100% plastik PET daur ulang (rPET). #UdahConnxBelum 
Neutral,Positive,Neutral,Positive,@shwaniia @txtfrombrand Ada perusahaan yg ngerjain daur ulang plastik PET kyk gitu. Kode nya INOV inocycle technology apa gitu..btw leminerale dari perancis bkan sih
Neutral,Positive,Neutral,Positive,Boemikita Lampung dan PT BoReTech Berkolaborasi untuk Daur Ulang Sampah PET Jumat (20/12/2024) Baca Selengkapnya di: 
Neutral,Positive,Neutral,Positive,Bumi Indus Padma Jaya jadi Pabrik Daur Ulang PET Lokal Indonesia Pertama Berteknologi Foodgrade 
Positive,Positive,Neutral,Positive,Langkah Besar Coca-Cola Europacific Partners Indonesia dan Dynapack Asia Bangun Fasilitas Daur Ulang PET 
Positive,Positive,Neutral,Positive,Ramah Lingkungan: PET dapat didaur ulang dengan cukup mudah dan banyak botol PET yang dikumpulkan untuk diolah ulang menjadi produk baru. Beberapa negara juga menerapkan sistem pengumpulan dan daur ulang PET secara efektif.
Neutral,Positive,Neutral,Positive,@gabolehboros @fiflms Botol air di video kemungkinan meleyot karena memang dirancang begitu saat kosong fitur umum di botol dispenser Jepang untuk memudahkan daur ulang dan hemat tempat. Botol ini biasanya dari PET didesain agar mengkerut rapi tanpa tekanan luar seperti produk Cosmo Water atau
Positive,Positive,Positive,Positive,Nah gini dong mantap! Harus didukung! Sampah botol kemasan air mineral dan sampah plastik lainnya bisa daur ulang. Mayora Group baru saja meresmikan pabrik daur ulang sampah botol plastik yang diberi nama PT. Bumi Indus Padma Jaya di Jombang (BIPJ) 
Negative,Negative,Negative,Negative,@ade__lestari Coba sini kasib alur soal daur ulang galon PET. Jangan cuma diagramnya doang. Di masing-masing wilayah pemasaran udah ada apa belom? Bosen gue baca beginian. Tiap ditanya pasti jawabannya cuma suruh dijadiin pot atau mingkem.
Neutral,Positive,Neutral,Positive,Wujudkan Indonesia Bersih Sampah Tahun 2025 BSN Tetapkan SNI PET Daur Ulang 
Positive,Positive,Positive,Positive,@MikaelDewabrata @narawastu Dengan makin aktifnya korporasi yg menggunakan plastik daur ulang jenis PET u/ dijadikan kemasan baru lagi / bahan baku lain (garmen) dan bermunculannya bank2 sampah di Jabodetabek. Yg perlu disuluh lebih intensif lg adalah masyarakat supaya bs aktif melakukan pemilahan sampah
Neutral,Positive,Positive,Positive,Wujudkan Praktik Bisnis Ramah Lingkungan PT Namasindo Plas Gunakan Energi Surya Dalam Pembuatan Botol PET Daur Ulang 
Neutral,Negative,Negative,Negative,Korek gas telah menjadi bagian tak terpisahkan dari kehidupan sehari-hari menyimpan sejumlah masalah lingkungan yang serius. Komponen utama dari korek gas adalah bahan plastik yang sulit didaur ulang. Proses daur ulang plastik menjadi tantangan tersendiri karena aditif dan 
Neutral,Negative,Negative,Negative,@sehatAQUA @KementerianLHK Akan Ada Banyak Dampak Dari Sampah Plastik Terhadap Pencemaran Tanah dan Lingkungan karena semakin kecil sampah plastik akan semakin mudah dibuang sembarangan sulit dikumpulkan sulit masuk ke siklus daur ulang juga makanya mencemari lingkungan. @sehatAQUA @KementerianLHK 
Negative,Negative,Negative,Negative,@Sungaiwatch Menurut sebuah laporan menunjukkan sampah Danone Aqua setiap tahun beratnya lebih dari 74 kali berat Menara Eiffel Jelas sih krn semakin kecil sampah plastik akan semakin mudah dibuang sembarangan sulit dikumpulkan sulit masuk ke siklus daur ulang maka mencemari lingkungan 
Neutral,Neutral,Negative,Neutral,Setelah dagang yg mayoritas jualannya plastik baru sadar memang sulit bgt utk gak ketergantungan plastik. Karena butuh utk packing apapun pasti paling simple &amp; murah adl plastik. Yg perlu diregulasi mgkn jenis plastik yg baiknya utamakan daur ulang gak sih. Sm pengelolaannya
Neutral,Negative,Negative,Negative,Banyak TPA yg volumenya melebihi kapasitas penampungan. Pengelolaan sampah di Indonesia masih menjadi PR bagi Pemerintah. DPR sendiri punya gerakan DPR Hijau yg menjadi sistem dan praktik mendukung pengurangan limbah plastik maupun bahan2 yg sulit di daur ulang. 
Neutral,Negative,Negative,Negative,@pranoto_endroo biar sadar ibu kalau sampah plastik sulit di urai dan di buat daur ulang begini jg sulit kan?
Neutral,Neutral,Negative,Negative,Metode daur ulang plastik ini dilakukan karena plastik hitam dikenal sulit didaur ulang akibat pigmentasi hitamnya sehingga sulit untuk memecah ikatan molekulnya.
Neutral,Positive,Positive,Negative,Fakta menariknya lagi ternyata galon sekali pakai terbuat dari 100% bahan yang dapat didaur ulang baik dari botol hingga tutupnya jadi sangat ramah lingkungan Jangan percaya sama opini mereka yg menyamakan galon PET dgn kantong plastik yg memang sulit untuk di daur ulang. 
Neutral,Neutral,Neutral,Negative,Other (Plastik lainnya) Termasuk berbagai jenis plastik campuran atau plastik dengan bahan tertentu seperti polikarbonat. Daur ulang tergantung pada jenis spesifiknya dan seringkali sulit untuk diproses.
Neutral,Negative,Negative,Negative,@Jerseyforum Kl kaya yg di video sepertinya masih sulit buat saat ini karena brand apparel kadang dituntut harus buat jersey yg ramah lingkungan jg ini salah satunya dr bahan limbah plastik yg di daur ulang (biasanya khusus buat PI/Authentic)
Positive,Negative,Negative,Negative,@dikidawawe3 harapannya untuk kedepannya semakin banyak masyarakat yang mulai daur ulang sampah plastik buat ngurangin tumpukan sampah yang sulit terurai
Neutral,Neutral,Negative,Negative,Other (Bervariasi) Kode: 7 Ciri-ciri: Beragam jenis plastik lainnya termasuk polikarbonat ABS dan plastik multi-layer. Daur Ulang: Tergantung pada jenis plastik tetapi sering kali sulit untuk didaur ulang karena kompleksitas komposisi bahan.
Neutral,Negative,Negative,Negative,@yudaamaraa @txtdariotomotif Cm sayangnya konsumen tidak bisa membedakan itu plastik daur ulang atau bukan.. Sulit sekali untuk membedakannya apalagi kalau sudah di cat.. . Sama sama mas..
Neutral,Negative,Negative,Negative,@txtfromjogja Sampahku udah dipilah2 antara dus box plastik PET plastik PE dan PP. Tp pas diambil semua dijadi satu. Sia sia sudah mana skrg Rapel dah ga terima sampah selain PET. Malah sulit mau jual utk daur ulang
Neutral,Neutral,Negative,Negative,Polystyrene (PS) Kode: 6 Ciri-ciri: Plastik keras atau busa (styrofoam) digunakan untuk kemasan makanan cepat saji pelapis dan mainan. Daur Ulang: Sulit didaur ulang dan sering dianggap sebagai bahan yang berbahaya bagi lingkungan.
Neutral,Neutral,Negative,Negative,Polyvinyl Chloride (PVC) Kode: 3 Ciri-ciri: Plastik keras yang sering digunakan dalam pipa kabel listrik dan kemasan barang. Daur Ulang: Cenderung sulit didaur ulang karena adanya bahan tambahan yang bisa berbahaya. Kekurangan: Mengandung klorin yang dapat menimbulkan masala
Neutral,Neutral,Neutral,Negative,PVC (Polyvinyl Chloride) Digunakan untuk pipa jendela dan berbagai produk plastik keras. Sulit didaur ulang dan dapat mengandung bahan berbahaya sehingga sering kali dihindari dalam proses daur ulang.
Neutral,Negative,Negative,Negative,@sehatAQUA Salah satu alasan mengapa sampah plastik menumpuk dalam jumlah yang banyak karena komponennya sangat sulit terurai. Semakin kecil sampah plastik akan semakin mudah dibuang sembarangan sulit dikumpulkan sulit masuk ke siklus daur ulang juga makanya mencemari lingkungan. 
Neutral,Negative,Neutral,Negative,Aktivis lingkungan menilai masih cukup sulit untuk mengelola jenis APK yang bewarna-warna serta mengandung sampah plastik. 
Neutral,Negative,Neutral,Negative,@NayDonuts Kenapa gak minum air kemasan botol ? Sampah plastik AQUA suka menimbulkan masalah oia galon AQUA juga cuma jadi masalah :v Tau kan kalau galon PC Sulit di daur ulang Please jangan gadaikan otak mu demi kepentingan danone aqua ya 
Neutral,Negative,Neutral,Negative,@sthevannys_ @tanyakanrl Selalu kontroversi ya marketing Aqua suka nyeleneh udah jelas sampah plastik dari galonya sulit di daur ulang masih bilang peduli lingkungan
Negative,Negative,Neutral,Negative,@dw_indonesia Sulit mencari keuntungan dari bisnis ini. Omset daur ulang plastik saya memang menjanjikan mencapai Rp300 juta/bulan. Namun net income hanya Rp8 juta. Ini sungguh ironis mengingat tujuan awal saya untuk memberikan dampak positif bagi lingkungan hidup dan ekonomi masyarakat.
Neutral,Neutral,Neutral,Negative,Plastik mika termasuk jenis yang sulit didaur ulang. 
Neutral,Neutral,Negative,Negative,@Pai_C1 @GreenpeaceID @GilangPramatama @sehatAQUA Jgn lo lupain soal sampah plastik Galon Polikarbonat @sehatAQUA !! Lu yakin bisa pastiin gak galon aqua tiap 1 hari gak ada yang rusak? Jenis galon PC aqua sulit di daur ulang Lo bayangin kalau sehari ada 5 galon rusak!! Sampah nya lo mau lo makan? 
Neutral,Negative,Negative,Negative,Daur ulang penting tetapi itu tidak cukup untuk menyelesaikan masalah plastik. Banyak jenis plastik sulit didaur ulang dan prosesnya sendiri membutuhkan banyak energi. Prioritaskan mengurangi dan menggunakan ulang terlebih dahulu! #KurangiGunakanUlangDaurUlang
Neutral,Negative,Neutral,Negative,Mari kita sama sama jaga bumi kita dari sampah plastik. Plastik sangat sulit untuk diurai secara alami sedangkan daur ulang plastik tidak akan cukup untuk mengurangi sampah plastik. Mari kita sama sama menjadi pelopor perubahan 
Neutral,Negative,Neutral,Negative,Namun tahukah Sobat #KonservasYIARI kalau sampah plastik di awal-awal pengunaannya itu ada yang masih bertahan hingga saat ini dan menjadi polusi? Sampah plastik adalah sampah yang sulit untuk di daur ulang. Butuh waktu paling cepat 20 tahun untuk mengurai plastik. 
Neutral,Negative,Negative,Negative,Herannya masih ada aja yg melakukan penggiringan opini dgn menyamaratakan galon sekali pakai dgn kode daur ulang No. 1. Dan semua jenis plastik termasuk kantong plastik dan plastik dgn kode daur ulang No. 7 yg tidak ramah lingkungan dan sulit didaur ulang. 
Neutral,Negative,Neutral,Negative,Tahukah kamu bahwa benda-benda plastik yang berwarna gelap seperti botol saus tomat sebenarnya lebih sulit didaur ulang? Jadi jangan lupa membuangnya dengan benar agar si plastik bisa ikut pesta daur ulang! #KoalisiSampah
Neutral,Negative,Negative,Negative,@Spy_Zone85 @Rian__Az @__AnakKolong @Arindra__ @BiLLRaY2019 @kangwaqfi2 @itswincha @logikapolitikid @sehatAQUA @BPOM_RI @GreenpeaceID @walhinasional Sampah plastik galon isi ulang danone aqua takut nya cuma di kubur soal nya tuh sampah sulit untuk di daur ulang ulang
Neutral,Negative,Negative,Negative,@WartaEkonomi Pesenan dari danone aqua ya v Soal sampah galon sekali pakai kalau di serahkan pemulung itu banyak yg mau nerima kok dan benar saja sampai plastik ukuran mini jadi masalah lingkungan terbukti nih dari foto di bawah ini. Yg akhirnya sulit di daur ulang malah mencemari lingkungan 
Neutral,Negative,Negative,Negative,@tubirfess Beli yg tukar galon karena jujur masih sulit akses dan tenaga buat daur ulang sampah plastik. Apalagi beli galon air minum bisa seminggu sekali
Neutral,Negative,Negative,Negative,@Penyuka_ombak Itu plastik sampah air mineral merk LE MINERAL. Sampah plastik yg susah didaur ulang menambah pencemaran lingkungan beban limbah sampah krn proses daur ulangnya sulit &amp; butuh wkt lama. Yuk kita cintai bumi dg menggunakan material ramah lingkungan &amp; proses daur ulangnya mudah.
Neutral,Positive,Neutral,Negative,@Srikandi_Gp @sehatAQUA @BPOM_RI @walhinasional @GreenpeaceID Food grade plastic memang penting PET jenis plastik yg di pakai galon sekali pakai mudah daur ulang dan bebas BPA. Berbeda dengan PC plastik galon isi ulang danone aqua yang mengandung BPA dan sulit di daur ulang.
Neutral,Neutral,Negative,Negative,@Spy_Zone85 @Rian__Az @__AnakKolong @Arindra__ @BiLLRaY2019 @kangwaqfi2 @itswincha @logikapolitikid @sehatAQUA @BPOM_RI @GreenpeaceID @walhinasional Haha emang sih galon isi ulang tuh plastik paling berbahaya sudah sulit di daur ulang dapat menyebabkan pencemaran lingkungan terus kalau di pakai sehari hari² bisa memparkan senyawa BPA
Neutral,Positive,Negative,Negative,@Antiq_002 @Le_MineraleID @sehatAQUA @YLKI_ID @BPOM_RI @Aryprasetyo85 Produk AMDK Le minerale yang galon sekali pakai kalau di kaitkan dengan isu lingkungan itu gak masuk akal plastik PET itu harga jual nya lebih tinggi dari pada sampah plastik PC yang gak ada harganya dan sulit di daur ulang
Neutral,Neutral,Negative,Negative,Penggunaan kantong plastik yang terlalu sering menimbulkan tumpukan sampah yang sulit di daur ulang. Karena itu kita harus membiasakan untuk mengurangi penggunaan kantong plastik dan mulai menggunakan eco bag friendly seperti yang sekarang sudah mulai diterapkan.
Neutral,Negative,Negative,Negative,sampah plastik di Indonesia itu banyak dan menumpuk apalagi sulit buat di daur ulang masak iya kita nambahin sampah lagi 
Neutral,Neutral,Negative,Negative,Karena sulit di daur ulang para pengusaha daur ulang memilih untuk tidal menggunakan sampah jenis ini hingga menyebabkan terjadinya penumpukan plastik sachet mengancam kerusakan lingkungan hingga kesehatan manusia.
Negative,Negative,Negative,Negative,Gunung plastik impor. Negara maju seperti Kanada pun hanya sanggup mendaur ulang 9-10% sampahnya. Sampai di Indonesia lebih tragis. Dibiarkan di tempat terbuka terpapar cuaca hingga jadi remahan mikroplastik terbawa hujan masuk sungai irigasi dll.  
Neutral,Neutral,Positive,Positive,Harganya Lebih Mahal Dari Beras. Banyak yang wow tajir ya; padahal kerjanya pengepul rongsokan. Kita buka dikit. Rosokkan itu macem-2 tapi saya bahas yang jenis plastik saja. Biasanya kita sering lihat tumpukan dengan karung-2 jumbo. Alur pengadaanya dari pemulung - jual ke 
Negative,Negative,Positive,Negative,jujur aku selalu kagum tiap lihat berita begini ️ tapi sebenernya nih ya banyak banget produk yang bisa dan sudah diciptakan dari alam. tapi apa permasalahannya? bener biaya produksi dan harga jual yang cukup tinggi jika dibandingkan dengan produk yang ga ramah lingkungan. 
Positive,Positive,Positive,Positive,Saya sangat takjub semua jenis sampah plastik bahkan yang biasanya sulit diolah disulap jadi produk bernilai oleh Naga Kuda Brand. Di tangan Ibu Feni dan timnya limbah bukan lagi masalah tapi jadi bahan jadi siap pakai. 
Positive,Positive,Positive,Positive,Diijinkan keliling lagi dan belajar di salah satu pabrik pengolahan limbah plastik milik Bang Saut Marpaung Dalam satu hari bisa menghasilkan 7 5 ton biji plastik dari limbah plastik jenis PE (beda dgn yg kresek kmaren ya skaar..) Jadi ngiler ane brapa rupiah yg bisa dihasilkan 
Neutral,Neutral,Positive,Positive,INI baru MANTAB‼️ Jika Emang Benar Hasil olahan Limbah Plastik itu Lebih Cakep drpd PertaminaDex.. maka itu si Kuda Laut siap2 aja Modar bin Bangkrut!! Kira2 .. Hasil Karya Anak negri ini bakal di Support atau Malah di Binasakan oleh Pemerintah ⁉️ 
Neutral,Positive,Positive,Positive,Diajak keliling dan belajar ke tempat UMKM pengolahan limbah plastik kresek binaan Bang @sautmkt. Dari sini awal proses nya kresek sampah disortir dicuci dan dicacah sebelum diproses kembali menjadi biji plastik.. Ntar ane lanjut lg ke proses selanjutnya maksi dulu skaar. 
Negative,Negative,Negative,Negative,Tanpa sadar plastik yang kita gunakan akan berakhir di muara dan kawasan sekitar laut. Sampah plastik tersebut dapat berubah bentuk menjadi mikroplastik. 
Neutral,Positive,Positive,Positive,Berkunjung ke Pabrik Naga Kuda Brand di perbatasan Maros-Makassar. Saya takjub di tangan Ibu Feni dan timnya semua jenis sampah plastik tanpa terkecuali diolah secara menyeluruh menjadi produk bernilai ekonomi. 
Negative,Negative,Negative,Negative,Ini rekaman di dalam pabrik kertas di Jawa Timur. Di bongkahan kertas bekas impor yang akan didaur ulang itu mengandung sampah plastik (selundupan). Kadang sampai 30%.  
Negative,Negative,Negative,Negative,Sudah lebih dari satu tahun setengah tim Pitibaraka bolak-balik mendokumentasikan upaya nelayan membersihkan sampah plastik di pesisir utara Jakarta. Mayoritas polutan adalah plastik botol plastik sedotan tali sterofoam dan oli kapal. 
Neutral,Positive,Positive,Positive,Fakta di lapangan emang botol PET adlh jenis plastik yg banyak diminati pemulung krena nilai jualnya paling tinggi. Sebab botol PET jernih/transparan kalo didaur ulang itu lebih fleksibel penggunaannya lebih mudah untuk diolah.. 
Neutral,Negative,Negative,Negative,Yang jangan dilakukan: Dicampur getah pinus Dicampur oli bekas Dicampur biji plastik Dicampur alumunium foil yang diremek remek Jangan ya ges ya jangan bahaya
Negative,Negative,Positive,Negative,Negara maju memilah sampah sejak di rumah. Ini benar. Mereka mendaur ulang sampah plastiknya. Tidak juga. Hanya 9 persen! Lalu dibuang ke mana? Sebagian ke Indonesia menyusup lewat impor kertas bekas. Mencemari air udara telur sampai tahu goreng kita.  
Neutral,Negative,Neutral,Negative,Padahal eco recycleable itu mostly cuma gimmick (apalagi kalau murah). Ujung-ujungnya bakal ada penumpukan sampah dan pecahnya jadi micro-plastics yang jauh lebih bahaya karena bisa terhirup pernafasan.....
Negative,Neutral,Negative,Negative,IRONIS ! Hingga hari ini Indonesia belum memiliki standar baku daur ulang sampah plastik polikarbonat. INI TENTANG SAMPAH PLASTIK POLIKARBONAT YANG SULIT DIDAUR ULANG. Sama seperti Effendi Simbolon - politisi botol plastik air mineral limbah politik @PDI_Perjuangan. 
Negative,Negative,Neutral,Negative,[INFOGRAFIS] Sampah plastik menjadi tantangan besar di Indonesia. Dari sekitar 64 juta ton sampah yang dihasilkan setiap tahun hanya 10 15% yang berhasil didaur ulang. Meskipun angka tersebut masih rendah 
Neutral,Negative,Negative,Negative,Bekas sedotan plastik. Sebelum ada nyawanya jadi pencemar. Setelah dikasih nyawa jadi perusuh. Mati-hidup ndak ada manfaatnya.
Negative,Negative,Negative,Negative,Disuruh sortir sampah pas diangkut sama truk sampah juga digabung lagi Disuruh kurangin kantong plastik tp pake tas plastik yg lebih energy cost yg ujungnya numpuk Kalau masih landfill yah gak akan kemana2 tapi tiap mau buat plant ditentang mulu sama aktivis
Negative,Negative,Negative,Negative,plastik sekali pakai resmi dilarang di jakarta. tapi kalo abis dipake dari mini market terus dipake buat di tong sampah di rumah kan jadi 2 kali pake tuh. berarti boleh dong ya kalo gitu. hehe.
,,,,Emang Aqua tuh gapernah gagal dalam berinovasi dengan mendukung inovasi Daur ulang sampah plastik menjadi botoh cube mini merupakan penghijauan lingkungan. Aqua deserve Indonesia Green Programs Award! 
Negative,Positive,Neutral,Positive,INOV (PT Inocycle Technology): Spesialis daur ulang plastik jadi serat tekstil (recycled PET). Ekspor kuat ke Jepang &amp; Eropa. Revenue-nya stabil walau pasar fluktuatif. Cocok buat investor konservatif.
Neutral,Positive,Positive,Positive,CSR AFT Babullah berhasil memanfaatkan sampah plastik untuk dijadikan barang yang bernilai ekonomis seperti pembuatan batu bata paving block dan batu angin.  @pertaminamalupa #sampahplasik #csrpertamina
Negative,Neutral,Neutral,Neutral,Gambar mengerikan yang diunggah di laman Facebook Greenpeace Italia memperlihatkan bagaimana perut paus sperma dipenuhi dengan kantung plastik dan objek dari plastik lainnya. 
Neutral,Negative,Negative,Negative,@hanamerasa katanya ada tapi di area jakarta doang sisanya disuruh daur ulang jadi pot tapi dengan pemakaian 3-4galon perminggu tetep bakal numpuk lagian siapa juga yg butuh pot sebanyak itu mana potnya keliatan jelek dan kumuh
Neutral,Neutral,Negative,Negative,@KudaJantans @kemalpalevi Halo! Tekpang here! Aku boleh jelasin dikit dari keilmuanku yaaaa! Tetrapak itu salah satu packaging yg paling sulit didaur ulang krn lapisannya banyak. Gabisa dikategorikan limbah kertas krn ada alufo dan plastik yg nempel rekat banget dan susah buat dipilah.
Negative,Neutral,Negative,Neutral,@tanyarlfes Kakak ipar gua bikin tempat usaha daur ulang plastik modalnya dr gadein SK dia di bank ambil 1 M... Lancar...?? Cuma 6 bulan doank sisanya bangkrut.... Mau ga mau gajinya auto d cut buat bayar utang..
Neutral,Positive,Neutral,Positive,Aqua sudah beralih menggunakan botol daur ulang atau yang disebut R-PET (Recycle-Polietilena tereftalat). 
Negative,Negative,Negative,Negative,@queembap @AREAJULID yg jdi masalah kan produksinya. mau disulap jadi pot bak ranjang sekalipun ttp aja jumlahnya bejibun. itu cuma ngubah bentuk + nambah nilai aja. klo niatnya mau ngurangi plastik ya pake galon isi ulang atau rebus/filter air sendiri. less waste atau sekalian zero waste
Neutral,Neutral,Negative,Negative,@convomfs Sedotan kertas tapi gelasnya masih plastik. Dari hasil penelitian yang aku baca gelas plastik masih ada yang mau ngolah &amp; bisa dimanfaatkan kembali. Sedangkan sedotan plastik hampir 99% gak ada yang mau ngolah &amp; tidak ada gunanya lagi setelah dipakai. Jadi bisa dibilang
Negative,Negative,Neutral,Negative,@3Rauuul @Rizkynovrialdi @AREAJULID Tapi ngga semua orang ngelakuin hal yang sama. Berdasarkan salah satu kota yang pernah aku teliti di tahun 2018 sampah plastik yang bisa di daur ulang totalnya cuma berkisar di angka 15-25%.
