"Unnamed: 0","annotation_id","annotator","created_at","date_created","id","lead_time","sentimenteffective","sentimentpet","sentimentprocess","sentimentrecycle","tweet","updated_at" 
"",1043,"1","2025-05-03T07:48:31.113792Z","Fri Jan 06 09:30:05 +0000 2023",1999,6.345,"Neutral","Positive","Neutral","Positive","Program Recycle Me hadir sebagai upaya meningkatkan kepedulian serta kesadaran masyarakat akan daur ulang sampah. Program ini hadir untuk memudahkan masyarakat yang ingin mendaur botol plastik PET bekas pakai. #InfoTempo ","2025-05-03T07:48:31.113792Z"
"",1044,"1","2025-05-03T07:53:12.865111Z","Thu Nov 28 04:01:35 +0000 2024",2000,279.897,"Neutral","Positive","Positive","Positive","ADB mendukung Indonesia dalam mengurangi sampah plastik di lautan dengan PT ALBA Tridi Plastics Recycling Indonesia perusahaan ALBA Group Asia untuk mendirikan fasilitas daur ulang polietilen tereftalat (PET) di Jawa Tengah. ","2025-05-03T07:53:12.865111Z"
"",1045,"1","2025-05-03T07:53:35.212916Z","Tue Jan 23 03:18:52 +0000 2024",2001,5.966,"Neutral","Positive","Neutral","Positive","botol plastik atau yang lebih tepatnya kita polietilena (PET) itu bahan yang bisa didaur ulang. Ini infografis daur ulang PET di Jerman ","2025-05-03T07:53:35.212916Z"
"",1046,"1","2025-05-03T07:55:04.871144Z","Mon Aug 07 06:00:00 +0000 2023",2002,72.282,"Neutral","Positive","Positive","Positive","Salah satu gaya hidup sustainability yg bisa diterapkan dalam kehidupan sehari-hari yaitu dengan menggunakan produk ramah lingkungan seperti rangkaian produk Retrieve ini! Seluruh produk ini dibuat menggunakan botol plastik PET daur ulang yg dikumpulkan melalui RVM. #EIGERgreen ","2025-05-03T07:55:04.871144Z"
"",1047,"1","2025-05-03T07:57:26.134853Z","Sat Jan 07 04:30:05 +0000 2023",2003,140.307,"Positive","Positive","Neutral","Positive","Program Recycle Me hadir sebagai upaya meningkatkan kepedulian serta kesadaran masyarakat akan daur ulang sampah. Program ini hadir untuk memudahkan masyarakat yang ingin mendaur botol plastik PET bekas pakai #InfoTempo ","2025-05-03T07:57:26.134853Z"
"",1048,"1","2025-05-03T12:02:28.696616Z","Sun May 21 19:55:06 +0000 2023",2004,14600.545,"Positive","Positive","Neutral","Positive","Seri Shigen dirancang untuk kebaikan planet dan orang-orang yang tinggal di dalamnya ditulis kalau materialnya dari daur ulang; kertas botol PET &amp; perca. ","2025-05-03T12:02:28.696616Z"
"",1049,"1","2025-05-03T12:25:49.018117Z","Wed Feb 08 09:40:21 +0000 2023",2005,1398.055,"Positive","Positive","Neutral","Positive","#TimMarves Menko Marves Luhut B. Pandjaitan meresmikan fasilitas daur ulang botol plastik (PET) di Bekasi Jawa Barat (8/2). Pemerintah saat ini berkomitmen untuk mengurangi sampah plastik di laut sebesar 70 persen pada 2025 sebagai upaya mengatasi persoalan polusi plastik. ","2025-05-03T12:25:49.018117Z"
"",1050,"1","2025-05-03T12:26:00.059616Z","Sat Oct 28 12:02:16 +0000 2023",2006,10.368,"Neutral","Positive","Neutral","Negative","Meskipun beberapa merek telah menggunakan jenis plastik polyethylene Terephthalate (PET) dgn nomor kode plasti daur ulang sehingga mudah didaur ulang persebatan tentang galon sekali pakai masih berputar dampak terhadap lingkungan. ","2025-05-03T12:26:00.059616Z"
"",1051,"1","2025-05-03T12:26:37.078853Z","Fri Dec 01 09:46:32 +0000 2023",2007,13.522,"Neutral","Positive","Positive","Positive","Tau gak kalian bagaimana botol PET menjadi botol PET baru? Tonton sampai habis guys ! Indonesia memiliki beberapa pabrik canggih untuk daur ulang PET. Sepeti PT. BIPJ yang juga merupakan Member dari Asosisasi Daur Ulang Plastik Indonesia (ADUPI) Repost: bule_sampah (jg) ","2025-05-03T12:26:37.078853Z"
"",1052,"1","2025-05-03T14:29:47.988555Z","Sun Feb 26 03:29:45 +0000 2023",2008,7356.645,"Neutral","Positive","Neutral","Positive","Inilah salah satu tempat daur ulang botol plastik Lombok PET di kawasan Kuranji Lombok Barat. Salah satu unit bisnis daur ulang atau recycling business unit dampingan @Danone Indonesia yang dikelola oleh UD Lombok PET. #CircularEconomy #bijakberplastik ","2025-05-03T14:29:47.988555Z"
"",1053,"1","2025-05-03T14:51:25.333857Z","Sat Jul 29 14:18:15 +0000 2023",2009,1295.274,"Neutral","Positive","Neutral","Positive","Dengan gaya yang keren bersama Jake dan Sunoo. Pakaian FUTURE PERFECT ini yang terbuat dari bahan poliester daur ulang yang tangguh dari botol PET (PolyEthylene Terephthalate). Ayo marilah kita bekerja sama menjadi pejuang peduli lingkungan dengan BENCH Better made! ","2025-05-03T14:51:25.333857Z"
"",1061,"1","2025-05-06T12:40:30.508587Z","Wed Feb 08 09:06:46 +0000 2023",2011,21.814,"Positive","Positive","Neutral","Positive","Pj. Bupati Bekasi @daniramdan0112 mendampingi Menteri Koordinator Bidang Kemaritiman dan Investasi Republik Indonesia Luhut Binsar Pandjaitan dalam rangka peresmian pabrik daur ulang botol plastik berjenis Polyethylene Terephthalate (PET). ","2025-05-06T12:40:30.508587Z"
"",1062,"1","2025-05-06T12:41:14.211735Z","Wed Mar 22 04:56:25 +0000 2023",2012,42.691,"Neutral","Positive","Neutral","Positive","Peresmian Pabrik Daur Ulang PET PT Amanda Bumi Nusantara. Kami secara terhormat bisa berpartisipasi dalam acara ini. Kami menyediakan jasa Sewa Tenda Serut Sewa LED Sewa Sound Sistem Sewa TV Standing Sewa AC Standing Sewa Stage Panggung Sewa ARM Chair dan Sewa Kursi Futura ","2025-05-06T12:41:14.211735Z"
"",1063,"1","2025-05-06T12:41:34.631170Z","Wed Mar 19 14:30:21 +0000 2025",2013,18.388,"Positive","Positive","Neutral","Positive","AQUA Wujudkan Bisnis Berkelanjutan dengan Daur Ulang PET #AQUA #BisnisBerkelanjutan #DaurUlang #Lingkungan #PlastikPET #EkonomiHijau #Sustainability #IndustriMinuman ","2025-05-06T12:41:34.631170Z"
"",1064,"1","2025-05-06T12:41:47.869819Z","Mon Oct 30 11:16:27 +0000 2023",2014,11.662,"Positive","Positive","Positive","Positive","Pantes Galon sekali pakai jadi primadona industri daur ulang krn sangat mudah bahan ini utk di daur ulang menjadi berbagai produk yg memiliki nilai tinggi seperti geotekstil dakron dan pakaian. Siapa sangka Olahan PET ini ternyata jadi salah satu sumber ekspor di Indonesia. ","2025-05-06T12:41:47.869819Z"
"",1065,"1","2025-05-06T12:45:35.062874Z","Tue Jun 06 04:59:26 +0000 2023",2015,225.878,"Positive","Positive","Neutral","Positive","hingga 14%. Selain itu juga berkontribusi pada mitigasi perubahan iklim yaitu pengurangai Emisi CO2 yang dari penggunaan PET Daur ulang mencapai 122.268.7 Ton equavalent (eq). Sementara Galon Guna Ulang mampu mengurangi emisi carbon hingga 8.926 Ton eq. ","2025-05-06T12:45:35.062874Z"
"",1066,"1","2025-05-06T12:45:48.422034Z","Sun Oct 29 12:33:48 +0000 2023",2016,11.506,"Neutral","Positive","Neutral","Positive","Sesuai peraturan BPOM bahwa setiap kemasan AMDK harus menyertakan Lebel BPA. Galon sekali pakai ini juga sudah memasang label produk yg berisikan informasi jenis plastik PET bisa dikenali dari kode daur ulang '1'. Ini artinya Galon sekali pakai mudah di daur ulang. Gimana ","2025-05-06T12:45:48.422034Z"
"",1067,"1","2025-05-06T12:46:00.590585Z","Sun Oct 22 11:22:41 +0000 2023",2017,11.108,"Neutral","Positive","Neutral","Positive","Untuk mengetahui lebih jelas mengenai kontribusi rantai nilai sampah plastik minuman ringan terhadap ekonomi sirkular SWI melakukan riset di wilayah Jabodetabek selama periode Maret Agustus 2021. Dari riset tersebut diperoleh tingkat daur ulang atau recycling rate botol PET ","2025-05-06T12:46:00.590585Z"
"",1068,"1","2025-05-06T12:46:10.126529Z","Wed Feb 08 14:38:48 +0000 2023",2018,8.352,"Neutral","Positive","Positive","Positive","Bumi Indus Padma Jaya Pabrik Daur Ulang PET Berteknologi Foodgrade ","2025-05-06T12:46:10.126529Z"
"",1069,"1","2025-05-06T12:46:27.820861Z","Sun Jun 16 04:31:09 +0000 2024",2020,10.657,"Positive","Positive","Neutral","Positive","Edukasi Konsumen Produk Daur Ulang PET di Booth Le Minerale pada Jakarta Fair Kemayoran (JFK) 2024.  #TempoFoto","2025-05-06T12:46:27.820861Z"
"",1070,"1","2025-05-06T12:46:42.072781Z","Fri Oct 20 10:38:25 +0000 2023",2021,11.586,"Neutral","Positive","Positive","Positive","Galon sekali pakai memiliki nilai recycling rate yg tinggi dan sangat diminati oleh pengepul krn lebih berat dan mudah ditemukan. Selain di daur ulang biasanya galon PET dimanfaatkan kembali oleh konsumen utk berbagai keperluan rumah tangga kalau saya tak bikin pot bunga ","2025-05-06T12:46:42.072781Z"
"",1071,"1","2025-05-06T12:47:04.181641Z","Fri Oct 27 10:59:38 +0000 2023",2022,20.758,"Neutral","Positive","Neutral","Positive","Sampah Galon sekali pakai jadi incaran industri daur ulang. Sejak mengunakan Galon sekali pakai saya jadi tahu ternyata Galon PET itu idola bagi industri daur ulang Pantesan jenis plastik PET ini banyak dicari para pemulung karena punya nilai yang cukup tinggi. ","2025-05-06T12:47:04.181641Z"
"",1072,"1","2025-05-06T12:47:11.953540Z","Thu Mar 02 06:36:59 +0000 2023",2023,6.642,"Neutral","Positive","Neutral","Positive","Plastik berbahan PET ini ramah lingkungan karena mudah didaur ulang. Bahkan dari hasil riset SWI daur ulang plastik PET berkontribusi besar bg perekonomian masyarakat khususnya para pengepul sampah. Jadi bagi pengepul sampah plastik PET ini ibarat 'emas' yg sangat laku dijual. ","2025-05-06T12:47:11.953540Z"
"",1073,"1","2025-05-06T12:47:22.723927Z","Wed Jun 07 15:20:44 +0000 2023",2024,14.244,"Positive","Positive","Positive","Positive","ADB tanda tangani pinjaman biru $44 2 juta dengan Alba Group utk membangun fasilitas daur ulang botol minuman polietilena tereftalat (PET) di Kendal Jawa Tengah guna kurangi limbah plastik laut di Indonesia. Klik ️ utk info lebih lengkap ","2025-05-06T12:47:27.800532Z"
"",1074,"1","2025-05-06T12:47:37.662261Z","Wed Oct 30 07:00:37 +0000 2024",2025,13.024999999999999,"Positive","Positive","Neutral","Positive","NCKU Pasang Mesin Daur Ulang Pintar ECOCO Kumpulkan Lebih dari 16.000 Botol PET dalam 3 Bulan! Selengkapnya:  ","2025-05-06T12:47:42.272169Z"
"",1075,"1","2025-05-06T12:47:54.268326Z","Mon Jun 03 07:16:34 +0000 2024",2026,11.039,"Neutral","Positive","Positive","Positive","Halo Sobat Laut TKN PSL &amp; @NorwayAmbIndo mengunjungi PT Amandina Bumi Nusantara. Ini perusahaan daur ulang PET terbesar utk makanan nomor satu di Indonesia Perusahaan tersebut diinisiasikan oleh Coca-Cola Europacific Partners sebagai salah satu bentuk tanggungjawabnya. #EPR ","2025-05-06T12:47:54.268326Z"
"",1076,"1","2025-05-06T12:48:07.540379Z","Wed Mar 12 03:40:37 +0000 2025",2027,12.206,"Neutral","Positive","Neutral","Positive","novasi menarik dari Xiaomi 14T warna tersebut adalah penggunaan material Bio-based PU Lemon Peel. Material ini dibuat dari serat lemon dan PET daur ulang yang membantu mengurangi ketergantungan pada bahan sintetis berbasis fosil. ","2025-05-06T12:48:07.540379Z"
"",1077,"1","2025-05-06T12:48:24.844834Z","Sun May 07 05:20:42 +0000 2023",2028,16.136,"Neutral","Positive","Positive","Positive","@hurryKoRn Hasil riset tingkat daur ulang galon PET 93% sementara botol hanya 74%. Pantesan banyak botol Aqua dan gelas2 sekali pakainya yg nyampah lingkungan. Btw produk2 kemasan botol dan gelas ini melanggar PermenLHK 75 2019 lo. Udah tau @hurryKoRn? ","2025-05-06T12:48:24.844834Z"
"",1078,"1","2025-05-06T12:48:34.132271Z","Thu Mar 02 06:29:11 +0000 2023",2029,8.043,"Neutral","Positive","Neutral","Positive","Info penting gaes! Riset terbaru Sustainable Waste Indonesia (SWI) : Tingkat daur Ulang Galon Berbahan PET Paling Tinggi. Apakah PET ini ? Silahkan simak utas singkat berikut: ","2025-05-06T12:48:34.132271Z"
"",1079,"1","2025-05-06T12:49:01.447225Z","Wed Aug 14 08:37:22 +0000 2024",2030,23.233,"Positive","Positive","Positive","Positive","ADB menandatangani pinjaman biru dengan PT ALBA Tridi Plastics Recycling Indonesia untuk membangun fasilitas daur ulang polietilena tereftalat (PET/polyethylene terephthalate) di Jawa Tengah. Pelajari selengkapnya:  #ADBIndonesia ","2025-05-06T12:49:01.447225Z"
"",1080,"1","2025-05-06T12:49:30.798342Z","Tue Oct 17 10:06:28 +0000 2023",2032,22.332,"Positive","Positive","Positive","Positive","Dulu galon air minum isi ulang memang jadi idola Namun pengguna galon PC sekarang mengalami penurunan karena kekhawatiran terhadap BPA dan susahnya di daur ulang. Saya sendiri beralih ke Galon sekali pakai karena Galon PET nya ringan transparan dan mudah didaur ulang. ","2025-05-06T12:49:30.798342Z"
"",1081,"1","2025-05-06T12:49:47.451557Z","Wed May 24 10:06:29 +0000 2023",2033,11.856,"Neutral","Negative","Neutral","Negative","Jadi pakaian seperti Tshirt &amp; sepatu hasil daur ulang jg berpotensi berbahaya. Dan ini blm diatur dalam regulasi. Di negeri ini regulator keamanan pangannya malah justru cawe-cawe di urusan persaingan bisnis. Tidak konsisten melawan bahaya kandungan BPA &amp; senyawa yg ada di PET. ","2025-05-06T12:49:47.451557Z"
"",1082,"1","2025-05-06T12:50:11.247912Z","Mon Sep 11 01:40:21 +0000 2023",2034,21.141,"Positive","Positive","Positive","Positive","Kunjungan @Veolia Services Indonesia sebagai salah satu mitra bisnis daur ulang @Danone -AQUA memastikan sampah kemasan plastik yang telah dikumpulkan dapat diolah dengan standar menjadi material rPET (recycle PET) untukbahan baku botol plastik baru. #bijakberplastik ","2025-05-06T12:50:11.247912Z"
"",1083,"1","2025-05-06T12:50:38.560824Z","Wed Jan 22 12:06:19 +0000 2025",2035,19.858,"Positive","Positive","Neutral","Positive","JAKARTA - Perusahaan daur ulang limbah PET di Indonesia PT Inocycle Technology Group Tbk (INOV) mengambil langkah strategis untuk meningkatkan penjualan melalui diversifikasi bisnis. Baca selengkapnya:  : IDNFinancials #INOV #penjualan #beritasaham ","2025-05-06T12:50:38.561819Z"
"",1084,"1","2025-05-07T12:27:37.471682Z","Sun Jun 16 07:48:34 +0000 2024",2036,8.189,"Positive","Positive","Positive","Positive","Le Minerale Beri Edukasi ke Konsumen Terkait Produk Daur Ulang PET Selama Jakarta Fair Kemayoran 2024  #News","2025-05-07T12:27:37.471682Z"
"",1085,"1","2025-05-07T12:31:32.957608Z","Sat Jan 27 06:40:37 +0000 2024",2037,228.07399999999998,"Neutral","Positive","Positive","Positive","@wienarsie Kalau udh ga bisa jadi pot galon PET akan masuk ke pabrik daur ulang plastik. Serapan industri daur ulang thd galon PET itu paling tinggi karena galon bekas itu ukurannya besar dan mudah dikelola menarik buat pemulung nilai ekonominya tinggi. ","2025-05-07T12:31:35.966225Z"
"",1086,"1","2025-05-07T12:31:49.609189Z","Mon May 20 08:58:10 +0000 2024",2038,12.444,"Neutral","Positive","Neutral","Positive","PT. Surya Indo Plastic Meluncurkan Kemasan Minuman PET 100% Daur Ulang dengan Segel PET: Solusi Pengemasan Berkelanjutan  ","2025-05-07T12:31:49.609189Z"
"",1087,"1","2025-05-07T12:31:58.356947Z","Fri Feb 10 04:59:31 +0000 2023",2039,7.767,"Positive","Positive","Positive","Positive","Coca-Cola Europacific Partners Indonesia dan Dynapack Asia Resmikan Pabrik Daur Ulang Plastik PET ","2025-05-07T12:31:58.356947Z"
"",1088,"1","2025-05-07T12:32:09.400667Z","Thu Nov 16 13:03:06 +0000 2023",2040,8.413,"Positive","Neutral","Neutral","Neutral","PT Amandina Bumi Nusantara Pionir dalam Implementasi SNI 8424:2017 untuk Resin PET Daur Ulang  ","2025-05-07T12:32:09.400667Z"
"",1089,"1","2025-05-07T12:32:31.974926Z","Thu Feb 09 02:59:04 +0000 2023",2041,15.091,"Positive","Positive","Neutral","Positive","Investasi senilai Rp556 2 miliar untuk produksi PET daur ulang (recycled PET/rPET) ini tidak hanya akan mengurangi penggunaan plastik murni (virgin PET). ","2025-05-07T12:32:31.974926Z"
"",1090,"1","2025-05-07T13:04:19.634654Z","Mon May 20 08:32:45 +0000 2024",2042,1906.204,"Positive","Neutral","Neutral","Neutral","Wujudkan Praktik Bisnis Ramah Lingkungan PT Namasindo Plas Gunakan Energi Surya Dalam Pembuatan Botol PET Daur Ulang  ","2025-05-07T13:04:19.634654Z"
"",1091,"1","2025-05-07T13:04:31.160174Z","Fri Feb 10 02:21:46 +0000 2023",2043,10.101,"Positive","Positive","Positive","Positive","Marak Investasi Pabrik Daur Ulang PET Menperin: Wujud Ekonomi Sirkular dari Industri Hijau  #BigData #262Database #DataResearch ","2025-05-07T13:04:31.160174Z"
"",1092,"1","2025-05-07T13:05:56.481879Z","Sun Oct 29 10:47:40 +0000 2023",2044,82.525,"Neutral","Positive","Neutral","Positive","Galon sekali pakai jadi primadona bagi industri daur ulang krn saking mudahnya bahan ini utk di daur ulang menjadi berbagai produk yg memiliki nilai tinggi seperti geotekstil dakron dan pakaian. Bahkan Olahan PET ini ternyata jadi salah satu sumber ekspor di Indonesia lho. ","2025-05-07T13:05:56.481879Z"
"",1093,"1","2025-05-07T13:07:53.579644Z","Thu Feb 09 02:54:39 +0000 2023",2045,115.64,"Positive","Positive","Positive","Positive","Coca-Cola Europacific Partners Indonesia (CCEP Indonesia) baru saja meresmikan pabrik daur ulang botol plastik Polyethylene Terephthalate (PET) pada Rabu (8/2/2023) di kawasan industri Cikarang Bekasi Jawa Barat. ","2025-05-07T13:07:53.579644Z"
"",1094,"1","2025-05-07T13:23:56.215826Z","Sat Nov 16 16:52:37 +0000 2024",2046,960.946,"Neutral","Positive","Neutral","Positive","Galon LM itu bahannya sama dengan kemasan air mineral 300ml 600ml atau gelas plastik kopi2 kafe yang bening keras transparan itu. Bahan plastiknya jenis PET. PET ini bisa di daur ulang &amp; salah 1 produk dr daur ulang nya itu baju hangat.","2025-05-07T13:23:56.216825Z"
"",1095,"1","2025-05-07T13:24:00.810459Z","Thu Sep 26 19:21:04 +0000 2024",2047,3.707,"Positive","Positive","Positive","Positive","Aqua Gandeng PopSea Resmikan Fasilitas Daur Ulang PET di Samarinda Kaltim  #News","2025-05-07T13:24:00.810459Z"
"",1096,"1","2025-05-07T13:24:13.826215Z","Mon Apr 03 05:59:56 +0000 2023",2048,11.841,"Neutral","Positive","Neutral","Positive","Perusahaan daur ulang sampah botol plastik (PET) menjadi Recycled Polyester Staple Fiber (RePSF) PT Inocycle Technology Group Tbk (INOV) membukukan penjualan sebesar Rp691 53 miliar pada tahun 2022 tumbuh 9% dari Rp633 30 miliar pada tahun sebelumnya.  ","2025-05-07T13:24:13.826215Z"
"",1097,"1","2025-05-07T14:32:38.953905Z","Sat Nov 25 12:31:13 +0000 2023",2049,4103.484,"Neutral","Positive","Positive","Positive","Galon bekas Le Minerale ini dihargai Rp 4000 perkilogram Kata pengepul sampah langganan ku Memang harga galon PET lumayan mahal karena sangat disukai industri daur ulang Jadi kita tinggal pilih mau di jual untuk di daur ulang atau di jadikan kreasi POT bunga dan lainnya. ","2025-05-07T14:32:38.953905Z"
"",1098,"1","2025-05-07T14:51:11.591961Z","Fri Oct 06 12:12:34 +0000 2023",2053,347.822,"Neutral","Positive","Neutral","Positive","@BPOM_RI Galon BPA Harga kemasan lebih mahal tapi daya saing pelaku industri nya rendah Nah jika Galon PET harga kemasan lebih murah tapi justru daya siang pelaku usaha lebih tinggi. karena hasil daur ulang limbah Galon PET bisa dijadikan produk turunan baru dan beragam. ","2025-05-07T14:51:11.591961Z"
"",1099,"1","2025-05-07T15:07:57.650586Z","Sun Oct 29 11:07:49 +0000 2023",2054,1005.044,"Positive","Positive","Neutral","Positive","Jangan malu untuk mengakui bahwa galon sekali pakai adalah inovasi terbaik apalagi bahannya memakai PET jadi punya nilai tinggi utk di daur ulang Stop membodohi masyarakat demi kepentingan Dengan membolak balikkan fakta yg sebenarnya demi melindungi bisnis satu pihak. ","2025-05-07T15:07:57.650586Z"
"",1100,"1","2025-05-07T15:12:38.755590Z","Thu Mar 02 06:45:49 +0000 2023",2056,8.287,"Positive","Positive","Neutral","Positive","Makanya gk heran jika sampah plastik PET menjadi primadona dunia. Ketua Umum Asosiasi Daur Ulang Plastik Indonesia (ADUPI) Christine Halim mengatakan sampah plastik PET (polyethylene terephthalate) sangat diminati industri daur ulang di seluruh dunia.  ","2025-05-07T15:12:38.755590Z"
"",1101,"1","2025-05-07T15:12:52.449321Z","Sat Jul 08 11:06:31 +0000 2023",2057,12.747,"Positive","Positive","Neutral","Positive","KKP memperkenalkan teknologi daur ulang botol plastik kepada warga sekitar dengan mesin penjualan otomatis (vending machine) atau Reserve Vending Machine (RVM). Salah satu fitur yang ditawarkan oleh mesin RVM adalah penukaran botol plastik PET #BaliSustainableMovement2023 ","2025-05-07T15:12:52.449321Z"
"",1102,"1","2025-05-07T15:12:58.362457Z","Wed Feb 08 11:29:33 +0000 2023",2058,4.955,"Positive","Positive","Positive","Positive","Resmikan pabrik daur ulang PET berteknologi food grade Menperin optimistis dapat memperkuat ekosistem daur ulang dan ekonomi sirkular. ","2025-05-07T15:12:58.362457Z"
"",1103,"1","2025-05-07T15:13:38.779171Z","Wed May 22 12:40:07 +0000 2024",2059,39.281,"Neutral","Positive","Neutral","Positive","Masuk Pasar Resin PET Daur Ulang INOV Yakin Cetak Laba di Akhir 2024 ","2025-05-07T15:13:38.779171Z"
"",1104,"1","2025-05-07T15:13:58.664978Z","Wed Jun 07 05:37:33 +0000 2023",2060,18.657,"Positive","Positive","Positive","Positive","Le Minerale Daur Ulang Sampah Botol PET Jadi Rompi dan Serukan Kampanye #JadiBaruLagi ","2025-05-07T15:13:58.664978Z"
"",1105,"1","2025-05-07T15:14:14.327864Z","Wed Feb 08 10:00:03 +0000 2023",2061,14.734,"Positive","Neutral","Neutral","Positive","Pembangunan fasilitas daur ulang sampah plastik ini merupakan bentuk komitmen dalam mendukung konsep ekonomi berkelanjutan yang patut diapresiasi. ","2025-05-07T15:14:14.327864Z"
"",1106,"1","2025-05-07T15:14:30.416994Z","Wed Nov 15 11:37:07 +0000 2023",2062,14.774,"Positive","Positive","Neutral","Positive","Fokus pada resin kemasan PET daur ulang Amandina berkomitmen menjalankan praktik industri berkelanjutan ","2025-05-07T15:14:30.416994Z"
"",1107,"1","2025-05-07T15:14:45.206828Z","Thu Jul 04 02:03:35 +0000 2024",2063,15.142,"Positive","Neutral","Neutral","Neutral","Asian Development Bank (ADB) didampingi perwakilan Kementerian Keuangan RI melakukan kunjungan ke pabrik daur ulang limbah plastik PET di Kendal. ","2025-05-07T15:14:48.433601Z"
"",1108,"1","2025-05-07T15:14:58.497901Z","Wed Jul 10 06:04:07 +0000 2024",2064,8.971,"Neutral","Positive","Neutral","Positive","Saat ini satu dari setiap tiga botol yang diedarkan Coca-Cola di Indonesia terbuat dari 100% plastik PET daur ulang. #newsupdate #update #news #text ","2025-05-07T15:14:58.497901Z"
"",1109,"1","2025-05-08T04:49:12.530530Z","Sun Jun 16 11:08:34 +0000 2024",2065,48850.776,"Positive","Positive","Neutral","Positive","Edukasi Konsumen Produk Daur Ulang PET di Booth Le Minerale pada Jakarta Fair Kemayoran (JFK) 2024  ","2025-05-08T04:49:12.530530Z"
"",1110,"1","2025-05-08T04:49:32.437272Z","Wed Jan 25 06:53:43 +0000 2023",2066,18.966,"Neutral","Positive","Neutral","Positive","BPA (Bisphenol A) zat kimia yg umum ditemukan di kemasan galon isi ulang (kode no 7) teruji klinis punya risiko besar jangka panjang spt penyakit jantung kanker dll. Aku pilih jenis plastik kemasan PET (kode daur ulang '1' di dasar kemasan). Balik lagi buat aku sehat itu no 1.","2025-05-08T04:49:32.437272Z"
"",1315,"1","2025-05-30T10:52:27.992448Z","Thu Mar 30 00:39:05 +0000 2023",2067,11.024,"Neutral","Negative","Negative","Negative","Gw sih masih ngarep Aqua pake PET walau sekali pakai sistemnya masih tukar galon juga aja cuma setelah galon bekas pakainya sampai depo aqua daur ulang lagi aja. Daripada polemik kaset kusut ini diputer terus.","2025-05-30T10:52:27.992448Z"
"",1111,"1","2025-05-08T04:49:51.735221Z","Wed Mar 01 02:55:46 +0000 2023",2068,9.351,"Neutral","Positive","Neutral","Positive"," PT Inocycle Technology Group Tbk (IDX: INOV) emiten yang bergerak di bidang daur ulang sampah botol plastik (PET) menjadi Recycled Polyester Staple Fiber (RePSF)  ","2025-05-08T04:49:51.735221Z"
"",1112,"1","2025-05-08T04:50:01.262763Z","Thu Oct 19 11:39:53 +0000 2023",2069,8.363,"Neutral","Positive","Positive","Positive","Selain itu PET juga memiliki nilai ekonomi yang relatif tinggi karena kestabilan sifat-sifatnya seperti berwarna jernih ringan serta mudah dibentuk dan tidak mudah pecah. Itulah mengapa jenis plastik ini banyak dibutuhkan di industri daur ulang dan menjadi solusi yg efektif ","2025-05-08T04:50:01.262763Z"
"",1113,"1","2025-05-08T04:50:14.650483Z","Fri Oct 06 12:02:21 +0000 2023",2070,12.31,"Neutral","Positive","Neutral","Positive","Galon Isi ulang yg berbahan BPA dikategorikan sebagai material plastik paling sulit didaur ulang. Ini jelas berbahaya bagi lingkungan. Galon PET Paling mudah dan bernilai untuk di daur ulang. Mudah dikelola dikumpulkan nilai ekonomi tinggi jadi disukai pengumpul sampah. ","2025-05-08T04:50:14.650483Z"
"",1114,"1","2025-05-08T04:57:02.587243Z","Wed Oct 04 10:20:57 +0000 2023",2071,406.356,"Neutral","Positive","Neutral","Positive","@KementerianLHK Karena selain punya nilai ekonomis Daur ulang galon sekali pakai jauh lebih tinggi dibanding kemasan gelas dan botol2 kecil sekali pakai. Masih gak percaya? Coba cek deh di TPA pasti tidak akan kalian temukan galon PET di gunung sampah itu karena sudah tersortir oleh pemulung. ","2025-05-08T04:57:02.588244Z"
"",1115,"1","2025-05-08T05:00:40.661710Z","Wed Feb 22 04:45:45 +0000 2023",2072,9.672,"Neutral","Positive","Neutral","Positive","Di Pulau Lombok NTB sampah berupa botol plastik dikumpulkan dan didaur ulang kembali oleh Lombok PET menjadi bahan baku pembuatan kemasan baru air minum.  #Nusantara #AdadiKompas","2025-05-08T05:00:40.661710Z"
"",1116,"1","2025-05-08T05:00:47.140849Z","Thu Jul 27 11:32:06 +0000 2023",2073,5.496,"Positive","Positive","Positive","Positive","Mantap! Semarang Punya Pabrik Daur Ulang Sampah Botol Plastik PET ","2025-05-08T05:00:47.140849Z"
"",1117,"1","2025-05-08T05:01:40.004267Z","Wed Feb 08 13:59:17 +0000 2023",2074,51.957,"Positive","Positive","Neutral","Positive","Pembangunan pabrik daur ulang PT Bumi Indus Padma Jaya ini juga untuk memenuhi kebutuhan material PET yang terus bertambah. Jangan sampai sampah plastik PET trus2an impor. Masa sampah harus impor trus ?  ","2025-05-08T05:01:40.004267Z"
"",1118,"1","2025-05-08T05:01:50.442453Z","Fri Sep 27 15:49:32 +0000 2024",2075,9.136,"Neutral","Neutral","Negative","Neutral","Di tengah isu lingkungan yang semakin mendesak industri daur ulang menghadapi tantangan besar. ","2025-05-08T05:01:50.442453Z"
"",1119,"1","2025-05-08T05:09:52.658665Z","Sat Dec 16 00:19:33 +0000 2023",2076,5.619,"Neutral","Positive","Neutral","Positive","BSN Tetapkan SNI Resin PET Daur Ulang  #Nasional #News #BSN","2025-05-08T05:09:52.658665Z"
"",1120,"1","2025-05-08T05:09:58.318195Z","Tue May 23 07:38:17 +0000 2023",2077,4.669,"Neutral","Positive","Neutral","Positive","Catet ygy galon PET lebih gampang di daur ulang ternyata","2025-05-08T05:09:58.318195Z"
