,Unnamed: 0,Unnamed: 1,annotation_id,annotator,created_at,id,lead_time,sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,text,updated_at
118,201.0,,524,1,2025-04-17T13:40:15.649397Z,1261,8.961,Neutral,Neutral,Neutral,Positive,"Karya seni daur ulang menggunakan sampah plastik menjadi gaun cantik ala putri 🥰
#reels
#fyp
#pengikut
#jangkauan
#daurulangsampahplastik
#fbpro",2025-04-17T13:40:15.649397Z
119,202.0,,525,1,2025-04-17T13:40:39.865690Z,1262,21.811,Positive,Neutral,Positive,Positive,"Tema Lingkungan 

Mengubah sampah plastik menjadi sebuah pembelajaran

Manfaat dari kegiatan ini adalah
1. Mengurangi sampah plastik.
2. Meningkatkan Kreativitas
Anak-anak diajak untuk berkreasi dengan bentuk, warna, dan desain dari potongan plastik untuk membuat baju unik.
3. Meningkatkan Kesadaran Lingkungan
4. Mengajarkan Daur Ulang
Anak-anak dapat belajar bahwa sampah plastik bisa diolah kembali menjadi sesuatu yang bermanfaat dan kreatif.
5. Melatih Motorik Halus
Dengan memotong, menempel, dan menyusun plastik di kertas HVS, anak-anak melatih koordinasi tangan dan mata mereka.
6. Mengenalkan Seni dan Estetika
Anak-anak belajar menciptakan sesuatu yang indah dan menarik dengan bahan yang tidak terpakai.

Ikuti terus kegiatan kami ya
#Anakpaudkreatif
#Daurulangsampahplastik
#Anaktkhebat
#Salamkreatif",2025-04-17T13:40:39.865690Z
120,203.0,,526,1,2025-04-17T13:41:02.535186Z,1263,20.393,Positive,Neutral,Positive,Neutral,"Mari daur ulang sampah plastik
#MateridaurUlang
#MI-Kelas 3",2025-04-17T13:41:02.535186Z
121,204.0,,527,1,2025-04-17T13:41:15.761855Z,1264,10.895,Positive,Neutral,Positive,Positive,"Karya anak Bangsa😍
Daur Ulang Sampah Plastik 👍 
#P5
#costumkarnaval
#karyadariplastik
#krui
#daurulangsampah
#lampung",2025-04-17T13:41:15.761855Z
122,205.0,,528,1,2025-04-17T13:41:29.020558Z,1265,8.901,Positive,Neutral,Positive,Positive,"PPG PAI PROJEK P5 
""DAUR ULANG SAMPAH PLASTIK MENJADI TEMPAT PENSIL YANG CANTIK""
#ppgpai #ppg #p5 #sekolah",2025-04-17T13:41:29.020558Z
123,206.0,,611,1,2025-04-19T14:53:29.583223Z,1266,11.839,Neutral,Neutral,Positive,Neutral,"tps3R  sagala terpadu
tahap 2

mengubah sampah menjadi barang yg bernilai tinggi
siapkan dukungan saudara-saudaraku  di kolomkomentar🙏 agar inovasi ini bisa berkembang. 
↪️ .lake
 #daur ulang sampah
 #samaph plastik
 #vod 
 #bbm
 #serdang bedagai
 #dolok sagala
 #dolok masihul
 #inovasi
 #jangkauan
 #sorotan",2025-04-19T14:53:29.583223Z
124,207.0,,529,1,2025-04-17T13:42:52.559534Z,1267,32.354,Neutral,Neutral,Neutral,Positive,Daur Ulang Sampah Plastik menjadi papaping block plastik #monetisasi #Facebookpro #reels #fyp #jnagkauanluas @sorotan @pengikut,2025-04-17T13:42:52.559534Z
125,208.0,,530,1,2025-04-17T13:43:31.296691Z,1268,36.823,Positive,Neutral,Positive,Positive,"Daur ulang sampah plastik 
 #reelsfbpro
 #jangkauanluas
 #edukasisampahplastik
 #semuaorang",2025-04-17T13:43:31.296691Z
126,210.0,,531,1,2025-04-17T13:43:55.602086Z,1269,10.254,Positive,Neutral,Neutral,Positive,Purwarupa jam tangan hasil daur ulang sampah plastik yang akan diluncurkan dalam waktu dekat. (BBC),2025-04-17T13:43:55.602086Z
127,211.0,,532,1,2025-04-17T13:44:08.217045Z,1270,9.746,Neutral,Neutral,Positive,Positive,"Bunga hias dari daur ulang sampah plastik bekas bungkus makanan kucing

#kerajinan
#bungahiasplastik
#viral
#reels
#fbpro
#fyp",2025-04-17T13:44:08.217045Z
128,212.0,,533,1,2025-04-17T13:44:27.998606Z,1271,15.323,Neutral,Neutral,Neutral,Positive,"Daur ulang sampah plastik kresek... 
 #hematbiaya
 @sorotan",2025-04-17T13:44:27.998606Z
129,213.0,,534,1,2025-04-17T13:45:40.175259Z,1272,45.528,Positive,Neutral,Positive,Positive,"Tutorial lengkap membuat bunga hias dari daur ulang sampah plastik bekas bungkus makanan kucing

#tutorial
#kerajinan
#bungahiasplastik
#viral
#vod
#fbpro
#fyp
#jangkauanluas",2025-04-17T13:45:57.983887Z
130,214.0,,535,1,2025-04-17T13:45:54.790864Z,1273,10.988,Positive,Neutral,Positive,Positive,"Proses daur ulang sampah plastik menjadi pipa paralon 
 #fyp
 #reels
 #fbpro
 #viral
 #trending
 #amazing
 #tutorial
 #tipstrik
 #idekreatif
 #idecerdas
 #idejenius
 #teknik
 #teknologi
 #daurulangsampahplastik
 #sampahplastikjadipipa
 #pabrik
 #produksi
 #working
 #tools
 #foryou
 #jangkauanluas
 @sorotan",2025-04-17T13:45:54.790864Z
131,215.0,,536,1,2025-04-17T13:46:21.845222Z,1274,13.882,Neutral,Neutral,Positive,Positive,"Daur ulang sampah plastik jadi kantong plastik baru 
 #reels #make #craft #plastic #bag #reusable #plasticbag #old #new #handmade #creative #handcraft #asmr #satisfying",2025-04-17T13:46:21.845222Z
132,216.0,,537,1,2025-04-17T13:46:39.224074Z,1275,14.995,Neutral,Neutral,Neutral,Positive,"Kreasi daur ulang sampah plastik.

#art #sculpture #mask #trible #ethnic #daurulang #daurulangsampah #daurulangsampahplastik #mikroplastik",2025-04-17T13:46:39.224074Z
133,217.0,,538,1,2025-04-17T13:46:55.372836Z,1276,14.419,Neutral,Neutral,Neutral,Positive,"Kreasi Daur Ulang Sampah Plastik 
Tutorial Bunga dari Plastik Bekas Kemasan Pantyliners 
#diy #craft #daurulang",2025-04-17T13:46:55.372836Z
134,218.0,,539,1,2025-04-17T13:47:16.195536Z,1277,18.939,Neutral,Neutral,Positive,Positive,"Hasil daur ulang sampah plastik menjadi ecobrick dan menjadi sebuah karya yang menarik
#Ecobrick
#Sampahplastik
#sampahdaurulang
#karyamenarik
#reelsfacebook
#sorotanpublik
@sorotan",2025-04-17T13:47:16.195536Z
135,219.0,,540,1,2025-04-17T13:48:38.617923Z,1278,80.144,Neutral,Neutral,Positive,Positive,"Daur ulang sampah Plastik menjadi Kursi plastik kekinian
 #Recyclebin
#cuanbos
#300Tfyp
#Tararara",2025-04-17T13:48:38.617923Z
136,,,541,1,2025-04-19T06:09:02.901428Z,1281,53.989,Positive,Neutral,Positive,Positive,"Ready ya plastik daur ulang cocok buat taplak meja atau alas duduk🥰

cus miliki Bun, membeli berarti anda sudah ikut menyelamatkan bumi 🌍 dari limbah plastik 🥰

#To_Tucraft #Plastik_Daur_Ulang",2025-04-19T06:09:02.901428Z
137,,,542,1,2025-04-19T08:25:31.229630Z,1283,8182.554,Neutral,Negative,Negative,Negative,Kaya begini kasihan sampah plastik di daur ulang... Bukan djadikan beras 🤣🤣,2025-04-19T08:25:31.229630Z
138,,,543,1,2025-04-19T08:25:43.643426Z,1284,9.29,Neutral,Neutral,Positive,Positive,"Proses daur ulang sisa"" plastik 
.
.
Salam pejuang fyp🤲🏻 
 #plastikdaurulang #prosesdaurulang #pembuatanplastik #fyp #reelsfyp #fypviral #reels #jangkauanluas #sorotan",2025-04-19T08:25:43.643426Z
139,,,544,1,2025-04-19T08:25:59.313726Z,1285,11.101,Neutral,Positive,Neutral,Positive,"Menir plastik PET
Biji Plastik PET
PET Powder (menir) 
Plastik Polyethylene terephthalate
Info lengkap silahkan inbox atau wa saja
Wa 085283181178

#PlasticRecycling #PlastikDaurUlang",2025-04-19T08:25:59.313726Z
140,,,545,1,2025-04-19T08:26:07.066556Z,1286,6.063,Neutral,Positive,Positive,Positive,"Beginilah cara mengolah botol plastik bekas/ botol menjadi biji plastik daur ulang Dan inilah hasilnya 👇👇👇

Selamat menonton jangan di skip biar tahu semuanya caranya👍😁💪
#cara #mengolah #botolbekasplastik #jadi #biji #plastik #daurulang #vod #fyp #viral #lewatberanda #jangkauan #semuaorang #mamanyaputra",2025-04-19T08:26:07.066556Z
141,,,546,1,2025-04-19T08:33:35.326733Z,1287,11.008,Neutral,Positive,Neutral,Positive,"Tersedia bahan daur ulang Kelas A. Harga sangat terjangkau. Kami memiliki:

HDPE seperti:
Film HDPE pada gulungan bersih
Penggilingan Ulang Botol Pil HDPE
Penggilingan Ulang Drum Biru HDPE
Penggilingan Ulang Warna Susu HDPE
Penggilingan Ulang HDPE Hitam
Butiran HDPE

PET:
Serpihan PET
Bal benang PET - PE
Penggilingan Ulang Gulungan PET 659
Gulungan Kemasan PET

PP seperti:
Penggilingan Ulang Baki PP Alami
Pelet PP Alami

LDPE seperti:
Gulungan LDPE - Nilon
Campuran Film Bal LDPE Warna
Film Bal LDPE Alami (Super A)
Film LDPE pada gulungan
Butiran LDPE

HIPS seperti:
Gulungan HIPS dalam bal

ABS seperti:
ABS GF Purge
ABS dalam bal
Pelet PC-ABS dan penggilingan ulang

LLDPE, Sisa Jaring Ikan, PVB, Nilon, dll

Asal: SPANYOL
Kami kirim ke Eropa, negara-negara Asia, dan AS
Kontak Hubungi kami sekarang untuk mengetahui harga dan semua detailnya.",2025-04-19T08:33:35.326733Z
142,,,547,1,2025-04-19T08:33:49.785848Z,1288,5.813,Neutral,Positive,Positive,Positive,Daur ulang Plastik Menjadi Piring Cantik,2025-04-19T08:33:49.785848Z
143,,,548,1,2025-04-19T08:33:54.974442Z,1289,4.179,Neutral,Positive,Positive,Positive,Dekorasi Pohon Natal Dari Botol Plastik Daur Ulang 😍👍,2025-04-19T08:33:54.974442Z
144,,,549,1,2025-04-19T08:41:42.649046Z,1290,24.861,Neutral,Neutral,Neutral,Positive,"Adelia Chantika  Cantik 🫰🏻🥰
P5 (Proyek Penguatan Profil Pelajar Pancasila)
 Pakai bju bekas plastik/daur ulang
Setiap langkahmu adalah bukti Cerdasmu.Terus maju kesayangan ❤️🥰
#fbpro
#fotomanizanakku🥰
#p5
@sorotan",2025-04-19T08:41:42.649046Z
145,,,550,1,2025-04-19T08:41:47.963938Z,1291,8.094999999999999,Neutral,Positive,Positive,Positive,Ide Kerajinan Daur Ulang Botol Plastik yang Menakjubkan untuk Taman,2025-04-19T08:41:52.220836Z
146,,,551,1,2025-04-19T08:43:26.870690Z,1292,8.447,Positive,Positive,Positive,Positive,"DAUR ULANG KANTONG PLASTIK KRESEK, daur ulang botol plastik

Mesin daur ulang kantong plastik kresek dan botol plastik adalah teknologi yang dirancang untuk mengolah sampah plastik menjadi bahan baku yang dapat digunakan kembali. Mesin ini bekerja dengan cara menghancurkan, mencuci, dan mencairkan plastik yang sudah tidak terpakai, baik itu kantong plastik kresek maupun botol plastik, menjadi pellet atau material plastik yang siap digunakan dalam proses produksi. Proses daur ulang ini tidak hanya mengurangi jumlah sampah plastik yang mencemari lingkungan, tetapi juga mengurangi kebutuhan akan bahan baku plastik baru, yang berdampak positif terhadap penghematan sumber daya alam.

Keunggulan mesin daur ulang plastik ini terletak pada kemampuannya untuk mengolah berbagai jenis plastik dengan efisiensi tinggi, mengubahnya menjadi produk yang bermanfaat kembali. Mesin ini sering digunakan di industri daur ulang untuk mendukung kelestarian lingkungan, mengurangi polusi plastik, serta menghasilkan bahan baku yang dapat dimanfaatkan oleh berbagai sektor industri, mulai dari pembuatan produk plastik baru hingga barang-barang komposit lainnya. Dengan teknologi yang semakin berkembang, mesin ini juga dapat dilengkapi dengan sistem pemisahan otomatis untuk memproses berbagai jenis plastik secara terpisah, sehingga meningkatkan kualitas hasil daur ulang.

#DaurUlangPlastik
#RecyclingPlastic
#KantongPlastikKresek
#DaurUlangBotolPlastik
#LingkunganBersih
#PlastikDaurUlang
#InovasiDaurUlang
#HematSumberDaya
#JagaBumi
#EcoFriendly",2025-04-19T08:43:26.870690Z
147,,,552,1,2025-04-19T08:43:34.085312Z,1293,5.975,Neutral,Neutral,Positive,Positive,"""Daur Ulang Sampah Plastik""
Sampah Plastik  banyak yg daur ulang menjadi sesuatu yg bermanfaat, 
 #fyp #fbpro
 #kreator #IA
              @kobe
.
.
SELAMAT SIANG KAWAN.",2025-04-19T08:43:34.085312Z
148,,,553,1,2025-04-19T08:43:46.009707Z,1294,11.017,Neutral,Neutral,Neutral,Positive,"Tugas daring sibocil kemarin ""membuat kolase dari plastik daur ulang"",alhamdulillah....sudah sehat lagi setelah beberapa hari sakit .

#tugas
#membuatkolase
#plastikdaurulang
#kinerjabonus
#jangkauanluas
#semuaorang",2025-04-19T08:43:46.010706Z
149,,,554,1,2025-04-19T08:44:02.502912Z,1295,15.544,Positive,Neutral,Positive,Positive,"[ Indonesia Darurat Sampah Plastik ]
.
Hai SohIB!
.
Sampah plastik selalu menjadi masalah utama dalam pencemaran lingkungan baik pencemaran tanah maupun laut. Sifat sampah plastik tidak mudah terurai, proses pengolahannya menimbulkan toksit dan bersifat karsinogenik, butuh waktu sampai ratusan tahun bila terurai secara alami.
.
Untuk pencemaran di laut, Indonesia merupakan penghasil sampah plastik laut terbesar kedua di dunia. Penelitian dari UC Davis dan Universitas Hasanuddin yang dilakukan di pasar Paotere Makassar menunjukkan 23% sampel ikan yang diambil memiliki kandungan plastik di perutnya.
.
Jika diolah dengan baik, sampah plastik daur ulang dapat menghasilkan keuntungan sebesar Rp 16.379.472 per bulan dari produksi 48 ton sampah plastik. 
.
Pemerintah pusat maupun daerah melakukan berbagai upaya untuk dapat mengurangi dampak negatif sampah plastik. Seperti yang dilakukan di Bali, tepatnya Kabupaten Badung, disana dilakukan pengelohan sampah menjadi Bahan Makar Minyak (BBM). Begitu juga kota Surabaya, diluncurkan Suroboyo Bus, untuk tiketnya dapat diperoleh dengan menukarkan sampah plastik.
.
#SampahPlastik #PencemaranLingkungan #Pencemaran #PlastikDaurUlang #SuroboyoBus",2025-04-19T08:44:02.502912Z
150,,,555,1,2025-04-19T08:44:32.505436Z,1297,8.643,Neutral,Neutral,Positive,Positive,"Jemur plastik? 🤭
Yang pasti plastik ini mau di daur ulang menjadi sesuatu yg bermanfaat
@pengikut 
@sorotan 
#reels
#tagar
#fbpro
#plastikdaurulang",2025-04-19T08:44:32.505436Z
151,,,556,1,2025-04-19T08:44:44.006420Z,1298,10.489,Neutral,Neutral,Neutral,Positive,"Aneka bunga plastik daur ulang karya siswa SMP negeri 2 Bunta.
#reelfbpro
#monetisasi
#fyp
#plastikdaurulang",2025-04-19T08:44:44.006420Z
152,,,557,1,2025-04-19T08:45:03.517339Z,1299,18.506,Neutral,Neutral,Positive,Positive,"Selamat pagi all
Yang minat inbox ne
#Tas Anyaman dari bahan plastik daur ulang
Produksi UMKM Manado/Likupang
Mau request Warna juga boleh

#foto #jangkaunluas #kerajinantangan
#tasanyaman #plastikdaurulang #sorotan
#monet",2025-04-19T08:45:03.517339Z
153,,,558,1,2025-04-19T08:47:18.911938Z,1300,105.666,Neutral,Neutral,Positive,Positive,"Demi Tugas sekolah ka2k membuat kerajinan daur ulang sampah plastik sachet dihari bumi sedunia nanti tgl 22🥰 @sorotan 

 #film
 #fyp
 #fbpro
 #monetisasi",2025-04-19T08:47:18.911938Z
154,,,559,1,2025-04-19T08:47:25.438200Z,1301,6.886,Positive,Neutral,Positive,Positive,Ide P5 gaya hidup berkelanjutan membuat bunga dari plastik bekas yang sangat kreatif,2025-04-19T08:47:27.461675Z
155,,,560,1,2025-04-19T08:47:41.432040Z,1302,11.949,Neutral,Positive,Neutral,Positive,Chandelier Dibangun dari Botol PET Plastik Daur Ulang,2025-04-19T08:47:41.432040Z
156,,,561,1,2025-04-19T08:48:01.130830Z,1304,14.983,Neutral,Negative,Negative,Negative,"RAK SERBAGUNA 4 SUSUN BUANA WARNA

Harga 👉 Rp. 50.000

Diproduksi dari biji plastik bukan plastik daur ulang, hingga lebih kokoh dan tidak mudah pecah, anti rayap, anti lembab, tidak berbau. Awas tertipu barang murah tapi mudah pecah dan gampang kendur.

4 Susun / Tingkat
Dimensi (PxLxT):
36 cm x 30 cm x 78 cm
Ada roda nya sehingga mudah di pindahkan..

* Modern Design
* Durable Material
* Easy to Assemble
* Making the room Tidy

READY STOCK 🔥",2025-04-19T08:48:01.130830Z
157,,,562,1,2025-04-19T08:50:27.422477Z,1305,145.231,Positive,Positive,Positive,Positive,"USAHA DAUR ULANG PLASTIK

Botol plastik rongsokan menjadi sapu plastik, masya Allah. Ini termasuk cara untuk memanfaatkan limbah plastik. Jenis plastik yang digunakan adalah botol plastik air mineral, kalau kelasnya masuk jenis PET (Polyethylene terephthalate).

Yang jadi juragan usaha sapu plastik ini adalah Mas Danang, yang Kamis lalu baru saja masuk Islam, dengan pengikraran di Pesantren Darush Sholihin. 

Nantikan video usaha Mas Danang ini di Channel Rumaysho TV. Moga segera tayang Insya-Allah.

—-

Karangtengah, Wonosari, Gunungkidul
17 Muharram 1442 H",2025-04-19T08:50:27.422477Z
158,,,563,1,2025-04-19T08:50:41.305968Z,1306,12.124,Positive,Neutral,Positive,Positive,"Kamu pasti sering lihat kursi plastik ini di warung makan atau rumah-rumah, tapi tahukah kamu kalau kursi ini bisa dibuat dari sampah plastik daur ulang? ♻️ Dari plastik bekas, dilelehkan, dicetak, sampai jadi kursi yang kuat dan tahan lama! Prosesnya bener-bener keren dan gak banyak orang tahu! 🤯

Menurut kalian, apakah ini solusi bagus buat mengurangi sampah plastik? Komen di bawah ya! Jangan lupa like, share, dan subscribe biar makin banyak yang peduli dengan lingkungan! 🌱💚

#Hashtag:
#DaurUlang #SampahPlastik #Recycling #EcoFriendly #PlastikDaurUlang #Sustainability #GoGreen #DIY #FaktaMenarik #Shorts",2025-04-19T08:50:41.305968Z
159,,,564,1,2025-04-19T08:50:50.128944Z,1307,6.587,Neutral,Neutral,Positive,Positive,Plastik daur ulang,2025-04-19T08:50:50.128944Z
160,,,565,1,2025-04-19T08:55:06.357317Z,1308,254.405,Neutral,Neutral,Positive,Positive,"HOAX BERAS DARI PLASTIK BEKAS !!!

ayo membaca dan cek & ricek sebelum ikut-ikutan membagikan konten dengan narasi yang keliru.

jika ada mengira video ini adalah proses pembuatan beras palsu dari plastik maka anda keliru.

Ini adalah vIdeo daur ulang plastik. Dalam industri daur ulang plastik, plastik bekas (seperti botol, ember, dll.) dicuci, dicacah, dilelehkan, lalu dicetak menjadi butiran kecil yang disebut biji plastik (plastic pellets).

Biji plastik ini bentuknya mirip beras, sehingga banyak orang yang salah paham kalau itu adalah ""beras palsu"".

Tapi fungsi biji plastik ini bukan untuk konsumsi, melainkan untuk bahan baku pembuatan produk plastik baru seperti ember, botol, perabot, dan lain-lain.

@Sorotan

#literasiitupenting
#cekkebenaransebelumshare",2025-04-19T08:55:06.357317Z
161,,,566,1,2025-04-19T08:56:13.247404Z,1309,65.803,Neutral,Negative,Neutral,Negative,"Kantong plastik masih banyak digunakan untuk membungkus daging qurban. Namun plastik berpotensi menghasilkan banyak limbah yang yang sulit terurai secara alamiah. 

Saat ini muncul plastik oxodegradable yang disebut dapat terurai lebih cepat. Meski demikian, plastik jenis ini sebetulnya adalah plastik konvensional yang diberi tambahan material katalis, agar dapat mengakselerasi fragmentasi plastik menjadi serpihan kecil.

Jika plastik oxo tidak terbiodegradasi penuh dalam waktu yang cukup, maka timbul resiko  masuknya mikroplastik ke dalam lingkungan dan rantai makanan. 

Plastik oxo tidak dapat didaur ulang. Kontaminasi plastik oxo terhadap proses daur ulang plastik dapat menyebabkan turunnya kualitas plastik daur ulang. Perlakukan plastik oxo  plastik biasa. Jangan dibuang sembarangan, apalagi ke sungai/ lautan.

Gunakan wadah alternatif pengganti kantong plastik seperti besek bambu, daun (pisang, jati, pandan), atau wadah makanan. Jadikan qurban kita sebagai qurban ramah lingkungan.

Biro Kerja Sama, Hukum, dan Humas LIPI",2025-04-19T08:56:13.247404Z
162,,,567,1,2025-04-19T08:57:03.535718Z,1310,7.941,Neutral,Neutral,Positive,Positive,Takjub banget lihat proses pembuatan jaring nyamuk dari biji plastik daur ulang,2025-04-19T08:57:03.535718Z
163,,,568,1,2025-04-19T08:57:11.242063Z,1311,4.017,Neutral,Neutral,Positive,Positive,Membuat sikat pembersih dari plastik daur ulang ♻️,2025-04-19T08:57:11.242063Z
164,,,569,1,2025-04-19T08:59:44.357957Z,1312,151.99,Neutral,Neutral,Positive,Positive,"Ready Stock biji plastik 
ABS Gading
ABS Hitam
ABS Abu

Semua bahan baku ini diproduksi dari limbah pabrik gagal produksi dari bekas bahan baku original sekali pakai | kualitas alot dan tidak mudah pecah karena masih menyerupai bahan baku original | bagi yang berminat dapat hubungi marketing kami +62 812 8664 0700 | 

kalau bisa daur ulang untuk apa original #gogreen #savetheworld #greenlifestyle #plastikdaurulang #lebihbaikdaurulang",2025-04-19T08:59:44.357957Z
165,,,570,1,2025-04-19T08:59:53.024797Z,1313,8.956999999999999,Neutral,Neutral,Neutral,Positive,bahan daur ulang plastik Bagian 4,2025-04-19T08:59:54.765034Z
166,,,571,1,2025-04-19T09:05:54.998776Z,1314,25.635,Neutral,Neutral,Positive,Positive,"Daur ulang sampah plastik 
Go green",2025-04-19T09:05:54.998776Z
167,,,572,1,2025-04-19T09:06:01.391045Z,1315,5.323,Neutral,Neutral,Positive,Positive,Ide Daur Ulang Terbaik - cara terbaik untuk mendaur ulang Ban dan Plastik 🔥😍,2025-04-19T09:06:01.391045Z
168,,,573,1,2025-04-19T09:06:21.068038Z,1317,16.515,Neutral,Positive,Neutral,Positive,"Apakah kamu tahu maksud dari kode nomor pada kemasan plastik?

Tujuan dari kode nomor itu berguna untuk mengidentifikasi jenis plastik apa yang digunakan pada sebuah produk plastik. 

Berikut terdapat 7 tanda atau simbol daur ulang yang ada pada kemasan plastik:

#EnergiJatim
#Recycle
#Plastik
#DaurUlang
#PlastikDaurUlang",2025-04-19T09:06:21.068038Z
169,,,574,1,2025-04-19T09:06:26.617964Z,1318,4.517,Neutral,Positive,Positive,Positive,Ide daur ulang tutup botol plastik ❤️ #diy #craft #tutorial #daurulang #idekreatif #barangbekas #tutupbotol #hiasandinding,2025-04-19T09:06:26.617964Z
170,,,575,1,2025-04-19T09:10:16.249014Z,1319,228.369,Neutral,Positive,Neutral,Positive,"Cari pusat grosir perabotan plastik ramah lingkungan?

IJM menawarkan berbagai pilihan menarik untuk memenuhi kebutuhan rumah Anda. Dari kursi santai hingga meja plastik, semua produk kami dirancang untuk memberikan kenyamanan dan kepraktisan dengan harga terjangkau!

Dapatkan kualitas tanpa kompromi dan jadikan setiap sudut rumah Anda lebih fungsional dan stylish.

Kelebihan produk kami tidak hanya terletak pada desainnya yang menarik, tetapi juga pada material plastik kuat yang tahan lama dan dari bahan daur ulang berkualitas.

Dengan proses pengiriman yang cepat dan aman, Anda bisa segera menikmati perabotan baru tanpa menunggu lama!

Jangan lewatkan kesempatan ini untuk mempercantik rumah Anda dengan perabotan plastik yang praktis dan ramah lingkungan. Kunjungi kami sekarang dan bawa pulang perabotan impian Anda! 🏡💚🛒

#PerabotanRumah #PerabotanTerjangkau #PerabotanPlastik #RamahLingkungan #PlastikDaurUlang #PerabotanAman #PerabotanBerkualitas #RumahMinimalis #DekorasiRumah #InteriorRumah #RumahSehat #PilihanHemat #FurnitureRumah #PerabotRumahModern #EcoFriendly #ProdukDaurUlang #RumahNyaman #RumahTangga #SolusiRumah #PlastikAman #DesainRumah #KebutuhanRumah #RumahRamahLingkungan #FurnitureMinimalis #BelanjaHemat",2025-04-19T09:10:16.249014Z
171,,,576,1,2025-04-19T09:10:22.747280Z,1320,5.379,Neutral,Neutral,Positive,Positive,Proses daur ulang kantong plastik yang menakjubkan,2025-04-19T09:10:22.747280Z
172,,,577,1,2025-04-19T09:14:24.402377Z,1321,116.267,Neutral,Neutral,Positive,Positive,"Siap santai sepanjang waktu?

Kursi Santai Plastik IJM adalah pilihan sempurna untuk Anda! Dengan desain yang mudah ditumpuk dan mampu menahan beban hingga 100 kg, kursi ini cocok untuk segala kebutuhan, baik di dalam maupun luar ruangan.

Terbuat dari bahan plastik daur ulang berkualitas, Anda tidak hanya mendapatkan kenyamanan tetapi juga berkontribusi pada lingkungan! 🪑✨

Jangan tunggu lagi! Klik link di bio dan checkout sekarang di e-commerce IJM!

#PerabotanRumah #PerabotanTerjangkau #PerabotanPlastik #RamahLingkungan #PlastikDaurUlang #PerabotanAman #PerabotanBerkualitas #RumahMinimalis #DekorasiRumah #InteriorRumah #RumahSehat #PilihanHemat #FurnitureRumah #PerabotRumahModern #EcoFriendly #ProdukDaurUlang #RumahNyaman #RumahTangga #SolusiRumah #PlastikAman #DesainRumah #KebutuhanRumah #RumahRamahLingkungan #FurnitureMinimalis #BelanjaHemat",2025-04-19T09:14:24.402377Z
173,,,578,1,2025-04-19T09:19:01.405509Z,1323,7.811,Neutral,Positive,Neutral,Positive,Ho ternyata begini daur ulang botol bekas jadi tali plastik,2025-04-19T09:19:04.917548Z
174,,,579,1,2025-04-19T09:19:12.095250Z,1324,4.158,Neutral,Neutral,Positive,Positive,Dari limbah menjadi mekar! Ide daur ulang plastik cerdas untuk taman Anda!,2025-04-19T09:19:12.095250Z
175,,,580,1,2025-04-19T09:26:29.709873Z,1327,7.064,Neutral,Neutral,Positive,Positive,Cara daur ulang plastik bekas jerigen menjadi barang berguna dirumah #idekreatif #tutorial,2025-04-19T09:26:29.709873Z
176,,,581,1,2025-04-19T09:28:16.675488Z,1328,8.739,Neutral,Positive,Neutral,Positive,Proses Daur Ulang Botol Plastik,2025-04-19T09:28:16.675488Z
177,,,582,1,2025-04-19T09:36:58.339610Z,1331,6.827,Neutral,Neutral,Neutral,Positive,Nadya bikin challenge dari daur ulang plastik,2025-04-19T09:36:58.339610Z
178,,,583,1,2025-04-19T11:09:49.067978Z,1336,20.656,Neutral,Positive,Neutral,Positive,"Levi’s® berinovasi dengan melakukan Wasteless™ yaitu menggunakan botol plastik daur ulang. Dalam memproduksi 1 potong celana, Levi’s® menggunakan 3-8 botol plastik daur ulang untuk produk-produk seperti 511™ Skinny Jeans dan Trucker Jackets.

Kamu juga bisa berpartisipasi mendukung Wasteless™ dengan melakukan RECYCLE JEANS dan mendapatkan voucher hingga Rp 250.000 untuk penukaran jeans Levi’s®  lama kamu. 

Cek syarat & ketentuan di ",2025-04-19T11:09:49.067978Z
179,,,584,1,2025-04-19T12:19:09.776625Z,1337,4147.798,Neutral,Neutral,Positive,Positive,"Plastik Bekas Di Daur Ulang Jadi Kursi Plastik Yang Kokoh

#ilmupengetahuan #idekreatif #viralvideo #fyp #fyppage #fanpageku #fbpro #facebook #berbayar #monetisasi #interaksi #lampungcintadamai #Reaction #reactionvideo #reactionviral #tutorial #idekreatif #UASIS",2025-04-19T12:19:09.776625Z
180,,,585,1,2025-04-19T12:19:16.603044Z,1338,5.644,Neutral,Neutral,Positive,Neutral,Cara Kreatif Daur Ulang Plastik yang Perlu Anda Coba!,2025-04-19T12:19:16.603044Z
181,,,586,1,2025-04-19T12:19:25.281874Z,1341,4.776,Neutral,Positive,Positive,Positive,Karya Seni Daur Ulang dari Limbah Botol Plastik,2025-04-19T12:19:25.281874Z
182,,,587,1,2025-04-19T12:19:35.181844Z,1342,7.641,Neutral,Neutral,Neutral,Positive,Kacamata hitam paling ramah lingkungan dari plastik daur ulang♻️ 👓,2025-04-19T12:19:35.181844Z
